Name,Tooltip,Menu level1,Menu level 2,Indicator url,Download,ddf_id,Scale
"Primary completion rate, total (% of relevant age group)","Primary completion rate is the percentage of students completing the last year of primary school. It is calculated by taking the total number of students in the last grade of primary school, minus the number of repeaters in that grade, divided by the total number of children of official graduation age.",Education,School enrolment,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdEhTN2hlZ05ZczVwZDdVZlF5cUxJb2c,Download indicator to excel,primary_completion_rate_total_percent_of_relevant_age_group,lin
Primary school completion (% of boys),Completion rate in primary schooling for boys (percent of boys). ,Education,School enrolment,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdGhCWnZrTGMwaTl5ek9QS0szMTIwcEE,Download indicator to excel,primary_school_completion_percent_of_boys,
Primary school completion (% of girls),Completion rate in primary schooling for girls (percent of girls). ,Education,School enrolment,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFVxSEVZVWE1b0l6NWo5NzNTZ2IzWVE,Download indicator to excel,primary_school_completion_percent_of_girls,
"Expenditure per student, primary (% of GDP per person)","Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Public expenditure per student is the public current spending on education divided by the total number of students by level, as a percentage of GDP per person. Public expenditure (current and capital) includes government spending on educational institutions (both public and private), education administration as well as subsidies for private entities (students/households and other privates entities).",Education,Schooling cost,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFJTUEVleTM0cE5jTnlTMk41ajBGclE,Download indicator to excel,expenditure_per_student_primary_percent_of_gdp_per_person,lin
"Expenditure per student, secondary (% of GDP per person)","Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Public expenditure per student is the public current spending on education divided by the total number of students by level, as a percentage of GDP per person. Public expenditure (current and capital) includes government spending on educational institutions (both public and private), education administration as well as subsidies for private entities (students/households and other privates entities).",Education,Schooling cost,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdDBuUVIzbWwtaU5helpJVG5BMmxyX1E,Download indicator to excel,expenditure_per_student_secondary_percent_of_gdp_per_person,lin
"Expenditure per student, tertiary (% of GDP per person)","Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Public expenditure per student is the public current spending on education divided by the total number of students by level, as a percentage of GDP per person. Public expenditure (current and capital) includes government spending on educational institutions (both public and private), education administration as well as subsidies for private entities (students/households and other privates entities).",Education,Schooling cost,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdDJxdlN6cEtYMjMxdC1XdGdKOXR2bkE,Download indicator to excel,expenditure_per_student_tertiary_percent_of_gdp_per_person,lin
Mean years in school (women 25 years and older),"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education. ",Education,Mean years in school,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHFEVVhHZElzb0VRWE9pc3JmZHg2dWc,Download indicator to excel,mean_years_in_school_women_25_years_and_older,lin
Mean years in school (men 25 years and older),"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education. ",Education,Mean years in school,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdC03X1ZWNGJHR3FBb0Q3VjJIdV9OSmc,Download indicator to excel,mean_years_in_school_men_25_years_and_older,lin
Mean years in school (women 25 to 34 years),"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education. ",Education,Mean years in school,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdC1MYzAtY2xPQ2xOR1lMeGhYSWlpR0E,Download indicator to excel,mean_years_in_school_women_25_to_34_years,lin
Mean years in school (men 25 to 34 years),"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education. ",Education,Mean years in school,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHlYZHNWN1YtWVNudU9UbWJOd19nUVE,Download indicator to excel,mean_years_in_school_men_25_to_34_years,lin
Mean years in school (women of reproductive age 15 to 44),"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education. ",Education,Mean years in school,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdEttYjNNUTlkUTdrMUQ0c3BTR0dINlE,Download indicator to excel,mean_years_in_school_women_of_reproductive_age_15_to_44,lin
"Mean years in school (women % men, 25 to 34 years)","The ratio of female to male number of years in school, among 25- to 34-year-olds, including primary, secondary and tertiary education. ",Education,Mean years in school,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdG5JUDZjTHR5SzZFZjBqa2JYYUxBclE,Download indicator to excel,mean_years_in_school_women_percent_men_25_to_34_years,lin
"Energy use, total","Energy use refers to use of primary energy before transformation to other end-use fuels, which is equal to indigenous production plus imports and stock changes, minus exports and fuels supplied to ships and aircraft engaged in international transport, counted in tonnes of oil equivalent (toe).",Energy,Total,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdHd2Nld0NEVFOGRiSTc0V3ZoekNuS1E,Download indicator to excel,energy_use_total,lin
"Energy use, per person","Energy use refers to use of primary energy before transformation to other end-use fuels, which is equal to indigenous production plus imports and stock changes, minus exports and fuels supplied to ships and aircraft engaged in international transport, counted in tonnes of oil equivalent (toe).",Energy,Total,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdHRmYjJWLVF0SjlQY1N5Vm9yU0xxaGc,Download indicator to excel,energy_use_per_person,lin
"Energy production, total","Energy production refers to forms of primary energy--petroleum (crude oil, natural gas liquids, and oil from nonconventional sources), natural gas, solid fuels (coal, lignite, and other derived fuels), and combustible renewables and waste--and primary electricity, all converted into tonnes of oil equivalents, counted in tonnes of oil equivalent (toe).",Energy,Total,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFNZMXZwcjNPY2c3MWwxbWIwVFgyd0E,Download indicator to excel,energy_production_total,lin
"Energy production, per person","Energy production refers to forms of primary energy--petroleum (crude oil, natural gas liquids, and oil from nonconventional sources), natural gas, solid fuels (coal, lignite, and other derived fuels), and combustible renewables and waste--and primary electricity, all converted into tonnes of oil equivalents, calculated by dividing with the population of each country during the given year, counted in tonnes of oil equivalent (toe).",Energy,Total,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdHJ6UTV4MkEyN0NYdnJJOG1oYUxmTWc,Download indicator to excel,energy_production_per_person,lin
Pump price for gasoline (US$ per liter),Fuel prices refer to the pump prices of the most widely sold grade of gasoline. ,Energy,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEdz8B4njtoHPA,Download indicator to excel,pump_price_for_gasoline_us_per_liter,lin
"Coal consumption, total",Total amount of coal consumption (tonnes oil equivalent),Energy,Coal,http://spreadsheets.google.com/pub?key=0Auk0ddvGIrGqcHlqNnRTY1pxbUVjMVRtTWlGZG1PVmc,Download indicator to excel,coal_consumption_total,lin
"Coal consumption, per person",Coal consumption per person (tonnes oil equivalent),Energy,Coal,http://spreadsheets.google.com/pub?key=0Auk0ddvGIrGqcHlqNnRTY1pxbUVka1hObHlPbTlmUUE,Download indicator to excel,coal_consumption_per_cap,lin
"Electricity use, per person","The amount of electricity consumed per person during the given year, counted in kilowatt-hours (kWh).",Energy,Electricity,http://spreadsheets.google.com/pub?key=tiVeyAJd7iRWorOwl_ARWEQ,Download indicator to excel,electricity_use_per_person,lin
"Electricity use, total","The total amount of electricity consumed during the given year, counted in kilowatt-hours (kWh).",Energy,Electricity,http://spreadsheets.google.com/pub?key=tEu78F4acf0u6MRyhg5-9qQ,Download indicator to excel,electricity_use_total,lin
"Residential electricity use, per person","The amount of residential electricity consumed per person during the given year, counted in kilowatt-hours (kWh).",Energy,Electricity,http://spreadsheets.google.com/pub?key=t7SFNscT9Ex0s9i3av7PxRQ,Download indicator to excel,residential_electricity_use_per_person,lin
"Residential electricity use, total","The total amount of residential electricity consumed during the given year, counted in kilowatt-hours (kWh).",Energy,Electricity,http://spreadsheets.google.com/pub?key=teUZEfKw52HewO3D0YrQ5HA,Download indicator to excel,residential_electricity_use_total,lin
———————————————————————,Placeholder,Energy,Electricity,http://spreadsheets.google.com/pub?key=tAwlNo30o6vVgDUk0EmDolQ,Download indicator to excel,———————————————————————,lin
"Electricity generation, total",Electricity generation (kilowatt-hours),Energy,Electricity,http://spreadsheets.google.com/pub?key=pyj6tScZqmEehRG-9mMHYdg,Download indicator to excel,electricity_generation_total,lin
"Electricity generation, per person",Electricity generation per person (kilowatt-hours),Energy,Electricity,http://spreadsheets.google.com/pub?key=pyj6tScZqmEeMtYNdMyLKOw,Download indicator to excel,electricity_generation_per_person,log
"Hydroelectric electricity production, total","The amount of hydro power generated during the given year, counted in tonnes of oil equivalent (toe).",Energy,Hydro,http://spreadsheets.google.com/pub?key=t1MShlv870O6LmFNEHazdEg,Download indicator to excel,hydro_power_generation_total,lin
