geo,time,dtp3_immunized_percent_of_one_year_olds
tto,2007,88
tto,2008,90
tto,2009,90
tto,2010,90
tto,2011,90
tun,1983,62
tun,1984,66
tun,1985,70
tun,1986,72
tun,1987,84
tun,1988,91
tun,1989,93
tun,1990,93
tun,1991,93
tun,1992,95
tun,1993,94
tun,1994,93
tun,1995,94
tun,1996,95
tun,1997,96
tun,1998,96
tun,1999,99
tun,2000,97
tun,2001,98
tun,2002,96
tun,2003,95
tun,2004,97
tun,2005,98
tun,2006,99
tun,2007,98
tun,2008,99
tun,2009,99
tun,2010,98
tun,2011,98
tur,1980,42
tur,1981,64
tur,1982,58
tur,1983,56
tur,1984,56
tur,1985,55
tur,1986,45
tur,1987,86
tur,1988,86
tur,1989,79
tur,1990,84
tur,1991,72
tur,1992,77
tur,1993,76
tur,1994,87
tur,1995,67
tur,1996,72
tur,1997,79
tur,1998,81
tur,1999,79
tur,2000,85
tur,2001,88
tur,2002,78
tur,2003,68
tur,2004,85
tur,2005,90
tur,2006,90
tur,2007,96
tur,2008,96
tur,2009,96
tur,2010,97
tur,2011,97
tkm,1992,84
tkm,1993,73
tkm,1994,90
tkm,1995,93
tkm,1996,97
tkm,1997,98
tkm,1998,99
tkm,1999,98
tkm,2000,97
tkm,2001,95
tkm,2002,98
tkm,2003,83
tkm,2004,97
tkm,2005,99
tkm,2006,98
tkm,2007,98
tkm,2008,96
tkm,2009,96
tkm,2010,96
tkm,2011,97
tuv,1980,36
tuv,1981,49
tuv,1982,72
tuv,1983,79
tuv,1984,37
tuv,1985,52
tuv,1986,73
tuv,1987,59
tuv,1988,89
tuv,1989,85
tuv,1990,99
tuv,1991,74
tuv,1992,70
tuv,1993,80
tuv,1994,99
tuv,1995,87
tuv,1996,97
tuv,1997,77
tuv,1998,94
tuv,1999,83
tuv,2000,82
tuv,2001,96
tuv,2002,98
tuv,2003,93
tuv,2004,98
tuv,2005,93
tuv,2006,97
tuv,2007,97
tuv,2008,99
tuv,2009,88
tuv,2010,89
tuv,2011,96
uga,1981,9
uga,1982,12
uga,1983,14
uga,1984,14
uga,1985,14
uga,1986,21
uga,1987,30
uga,1988,38
uga,1989,42
uga,1990,45
uga,1991,49
uga,1992,53
uga,1993,56
uga,1994,60
uga,1995,59
uga,1996,57
uga,1997,56
uga,1998,48
uga,1999,50
uga,2000,52
uga,2001,55
uga,2002,57
uga,2003,59
uga,2004,62
uga,2005,64
uga,2006,64
uga,2007,73
uga,2008,71
uga,2009,79
uga,2010,80
uga,2011,82
ukr,1992,88
ukr,1993,93
ukr,1994,97
ukr,1995,98
ukr,1996,99
ukr,1997,99
ukr,1998,98
ukr,1999,99
ukr,2000,99
ukr,2001,99
ukr,2002,99
ukr,2003,97
ukr,2004,99
ukr,2005,96
ukr,2006,98
ukr,2007,98
ukr,2008,90
ukr,2009,71
ukr,2010,52
ukr,2011,50
are,1980,11
are,1981,45
are,1982,43
are,1983,50
are,1984,59
are,1985,76
are,1986,78
are,1987,80
are,1988,82
are,1989,84
are,1990,85
are,1991,85
are,1992,86
are,1993,90
are,1994,90
are,1995,90
are,1996,90
are,1997,92
are,1998,94
are,1999,94
are,2000,94
are,2001,94
are,2002,94
are,2003,94
are,2004,94
are,2005,94
are,2006,92
are,2007,92
are,2008,92
are,2009,93
are,2010,94
are,2011,94
gbr,1980,41
gbr,1981,46
gbr,1982,53
gbr,1983,59
gbr,1984,65
gbr,1985,65
gbr,1986,67
gbr,1987,73
gbr,1988,75
gbr,1989,78
gbr,1990,84
gbr,1991,88
gbr,1992,92
gbr,1993,93
gbr,1994,93
gbr,1995,94
gbr,1996,94
gbr,1997,92
gbr,1998,91
gbr,1999,92
gbr,2000,91
gbr,2001,91
gbr,2002,91
gbr,2003,91
gbr,2004,92
gbr,2005,91
gbr,2006,92
gbr,2007,92
gbr,2008,92
gbr,2009,93
gbr,2010,94
gbr,2011,95
usa,1980,96
usa,1981,96
usa,1982,96
usa,1983,97
usa,1984,97
usa,1985,96
usa,1986,97
usa,1987,97
usa,1988,97
usa,1989,94
usa,1990,90
usa,1991,86
usa,1992,83
usa,1993,88
usa,1994,94
usa,1995,95
usa,1996,95
usa,1997,96
usa,1998,96
usa,1999,96
usa,2000,94
usa,2001,94
usa,2002,94
usa,2003,96
usa,2004,96
usa,2005,96
usa,2006,95
usa,2007,95
usa,2008,95
usa,2009,94
usa,2010,94
usa,2011,94
ury,1980,53
ury,1981,57
ury,1982,67
ury,1983,73
ury,1984,62
ury,1985,63
ury,1986,70
ury,1987,85
ury,1988,82
ury,1989,88
ury,1990,97
ury,1991,96
ury,1992,93
ury,1993,92
ury,1994,91
ury,1995,91
ury,1996,91
ury,1997,91
ury,1998,91
ury,1999,93
ury,2000,90
ury,2001,94
ury,2002,95
ury,2003,91
ury,2004,94
ury,2005,96
ury,2006,95
ury,2007,94
ury,2008,94
ury,2009,95
ury,2010,95
ury,2011,95
ussr,1980,95
ussr,1981,95
ussr,1982,92
ussr,1983,89
ussr,1984,89
ussr,1985,85
ussr,1986,79
ussr,1987,75
ussr,1988,72
ussr,1989,68
ussr,1990,68
ussr,1991,79
uzb,1992,90
uzb,1993,45
uzb,1994,67
uzb,1995,87
uzb,1996,95
uzb,1997,96
uzb,1998,99
uzb,1999,99
uzb,2000,99
uzb,2001,99
uzb,2002,99
uzb,2003,98
uzb,2004,99
uzb,2005,99
uzb,2006,96
uzb,2007,96
uzb,2008,98
uzb,2009,98
uzb,2010,99
uzb,2011,99
vut,1982,22
vut,1983,27
vut,1984,28
vut,1985,30
vut,1986,31
vut,1987,56
vut,1988,58
vut,1989,61
vut,1990,76
vut,1991,83
vut,1992,77
vut,1993,86
vut,1994,74
vut,1995,73
vut,1996,67
vut,1997,72
vut,1998,72
vut,1999,71
vut,2000,71
vut,2001,70
vut,2002,70
vut,2003,69
vut,2004,69
vut,2005,68
vut,2006,68
vut,2007,68
vut,2008,68
vut,2009,68
vut,2010,68
vut,2011,68
ven,1980,56
ven,1981,54
ven,1982,53
ven,1983,58
ven,1984,33
ven,1985,49
ven,1986,58
ven,1987,57
ven,1988,56
ven,1989,57
ven,1990,63
ven,1991,64
ven,1992,67
ven,1993,67
ven,1994,63
ven,1995,68
ven,1996,57
ven,1997,60
ven,1998,39
ven,1999,76
ven,2000,77
ven,2001,70
ven,2002,65
ven,2003,68
ven,2004,86
ven,2005,87
ven,2006,71
ven,2007,62
ven,2008,50
ven,2009,84
ven,2010,78
ven,2011,78
pse,1993,94
pse,1994,98
pse,1995,99
pse,1996,97
pse,1997,96
pse,1998,98
pse,1999,89
pse,2000,93
pse,2001,97
pse,2002,97
pse,2003,98
pse,2004,96
pse,2005,96
pse,2006,96
pse,2007,99
pse,2008,96
pse,2009,97
pse,2010,99
pse,2011,99
vnm,1983,4
vnm,1984,5
vnm,1985,42
vnm,1986,43
vnm,1987,50
vnm,1988,70
vnm,1989,88
vnm,1990,88
vnm,1991,88
vnm,1992,88
vnm,1993,91
vnm,1994,94
vnm,1995,93
vnm,1996,94
vnm,1997,95
vnm,1998,94
vnm,1999,93
vnm,2000,96
vnm,2001,96
vnm,2002,75
vnm,2003,99
vnm,2004,96
vnm,2005,95
vnm,2006,94
vnm,2007,92
vnm,2008,93
vnm,2009,96
vnm,2010,93
vnm,2011,95
yem,1980,1
yem,1981,3
yem,1982,4
yem,1983,5
yem,1984,7
yem,1985,12
yem,1986,13
yem,1987,18
yem,1988,36
yem,1989,56
yem,1990,84
yem,1991,47
yem,1992,50
yem,1993,54
yem,1994,33
yem,1995,44
yem,1996,47
yem,1997,40
yem,1998,68
yem,1999,72
yem,2000,76
yem,2001,76
yem,2002,69
yem,2003,66
yem,2004,78
yem,2005,85
yem,2006,85
yem,2007,87
yem,2008,87
yem,2009,86
yem,2010,87
yem,2011,81
yug,1981,90
yug,1982,88
yug,1983,85
yug,1984,89
yug,1985,89
yug,1986,90
yug,1987,90
yug,1988,91
yug,1989,90
yug,1990,84
yug,1991,79
zmb,1983,49
zmb,1984,59
zmb,1985,66
zmb,1986,66
zmb,1987,83
zmb,1988,83
zmb,1989,83
zmb,1990,91
zmb,1991,79
zmb,1992,83
zmb,1993,86
zmb,1994,90
zmb,1995,86
zmb,1996,84
zmb,1997,83
zmb,1998,84
zmb,1999,84
zmb,2000,85
zmb,2001,85
zmb,2002,84
zmb,2003,83
zmb,2004,83
zmb,2005,82
zmb,2006,81
zmb,2007,80
zmb,2008,87
zmb,2009,94
zmb,2010,83
zmb,2011,81
zwe,1981,39
zwe,1982,46
zwe,1983,53
zwe,1984,60
zwe,1985,63
zwe,1986,75
zwe,1987,84
zwe,1988,85
zwe,1989,87
zwe,1990,88
zwe,1991,87
zwe,1992,86
zwe,1993,85
zwe,1994,87
zwe,1995,88
zwe,1996,90
zwe,1997,86
zwe,1998,84
zwe,1999,81
zwe,2000,79
zwe,2001,76
zwe,2002,73
zwe,2003,70
zwe,2004,68
zwe,2005,65
zwe,2006,68
zwe,2007,72
zwe,2008,75
zwe,2009,84
zwe,2010,94
zwe,2011,99
ssd,2011,46
