geo,storm_affected_annual_number,time
prt,0,1981
prt,0,1982
prt,0,1983
prt,0,1984
prt,0,1985
prt,0,1986
prt,0,1987
prt,0,1988
prt,0,1989
prt,0,1990
prt,0,1991
prt,0,1992
prt,0,1993
prt,0,1994
prt,0,1995
prt,0,1996
prt,229,1997
prt,0,1998
prt,0,1999
prt,74,2000
prt,0,2001
prt,0,2002
prt,0,2003
prt,0,2004
prt,0,2005
prt,0,2006
prt,0,2007
prt,0,2008
pri,0,1970
pri,0,1971
pri,0,1972
pri,0,1973
pri,0,1974
pri,26,1975
pri,0,1976
pri,0,1977
pri,0,1978
pri,4503,1979
pri,0,1980
pri,0,1981
pri,0,1982
pri,0,1983
pri,0,1984
pri,0,1985
pri,0,1986
pri,0,1987
pri,0,1988
pri,2000,1989
pri,0,1990
pri,0,1991
pri,0,1992
pri,0,1993
pri,0,1994
pri,98000,1995
pri,57330,1996
pri,0,1997
pri,0,1998
pri,1,1999
pri,0,2000
pri,0,2001
pri,0,2002
pri,100,2003
pri,3502,2004
pri,0,2005
pri,0,2006
pri,1,2007
pri,0,2008
reu,0,1970
reu,0,1971
reu,0,1972
reu,0,1973
reu,0,1974
reu,0,1975
reu,0,1976
reu,0,1977
reu,0,1978
reu,0,1979
reu,7025,1980
reu,0,1981
reu,0,1982
reu,0,1983
reu,0,1984
reu,0,1985
reu,0,1986
reu,4010,1987
reu,0,1988
reu,6271,1989
reu,0,1990
reu,0,1991
reu,0,1992
reu,14,1993
reu,0,1994
reu,0,1995
reu,0,1996
reu,0,1997
reu,0,1998
reu,0,1999
reu,602,2000
reu,0,2001
reu,3100,2002
reu,0,2003
reu,0,2004
reu,0,2005
reu,0,2006
reu,92,2007
reu,0,2008
rou,0,1970
rou,0,1971
rou,0,1972
rou,0,1973
rou,0,1974
rou,0,1975
rou,0,1976
rou,0,1977
rou,0,1978
rou,0,1979
rou,0,1980
rou,0,1981
rou,0,1982
rou,0,1983
rou,0,1984
rou,0,1985
rou,0,1986
rou,0,1987
rou,0,1988
rou,0,1989
rou,0,1990
rou,0,1991
rou,0,1992
rou,203,1993
rou,5406,1994
rou,0,1995
rou,0,1996
rou,72,1997
rou,0,1998
rou,0,1999
rou,314,2000
rou,0,2001
rou,0,2002
rou,0,2003
rou,2412,2004
rou,3,2005
rou,0,2006
rou,0,2007
rou,90,2008
rus,0,1970
rus,0,1971
rus,0,1972
rus,0,1973
rus,0,1974
rus,0,1975
rus,0,1976
rus,0,1977
rus,0,1978
rus,0,1979
rus,0,1980
rus,0,1981
rus,0,1982
rus,0,1983
rus,0,1984
rus,0,1985
rus,0,1986
rus,0,1987
rus,0,1988
rus,0,1989
rus,0,1990
rus,0,1991
rus,0,1992
rus,0,1993
rus,74,1994
rus,2705,1995
rus,0,1996
rus,0,1997
rus,168,1998
rus,12,1999
rus,9,2000
rus,12440,2001
rus,8,2002
rus,0,2003
rus,6071,2004
rus,2,2005
rus,0,2006
rus,0,2007
rus,0,2008
shn,0,1970
shn,0,1971
shn,0,1972
shn,0,1973
shn,0,1974
shn,0,1975
shn,0,1976
shn,0,1977
shn,0,1978
shn,0,1979
shn,0,1980
shn,0,1981
shn,0,1982
shn,0,1983
shn,0,1984
shn,0,1985
shn,0,1986
shn,0,1987
shn,0,1988
shn,0,1989
shn,0,1990
shn,0,1991
shn,0,1992
shn,0,1993
shn,0,1994
shn,0,1995
shn,0,1996
shn,0,1997
shn,0,1998
shn,0,1999
shn,0,2000
shn,300,2001
shn,0,2002
shn,0,2003
shn,0,2004
shn,0,2005
shn,0,2006
shn,0,2007
shn,0,2008
kna,0,1970
kna,0,1971
kna,0,1972
kna,0,1973
kna,0,1974
kna,0,1975
kna,0,1976
kna,0,1977
kna,0,1978
kna,0,1979
kna,0,1980
kna,0,1981
kna,0,1982
kna,0,1983
kna,0,1984
kna,0,1985
kna,0,1986
kna,0,1987
kna,0,1988
kna,1301,1989
kna,0,1990
kna,0,1991
kna,0,1992
kna,0,1993
kna,0,1994
kna,1800,1995
kna,0,1996
kna,0,1997
kna,10000,1998
kna,1180,1999
kna,0,2000
kna,0,2001
kna,0,2002
kna,0,2003
kna,0,2004
kna,0,2005
kna,0,2006
kna,0,2007
kna,0,2008
lca,0,1970
lca,0,1971
lca,0,1972
lca,0,1973
lca,0,1974
lca,0,1975
lca,0,1976
lca,0,1977
lca,0,1978
lca,0,1979
lca,80030,1980
lca,0,1981
lca,0,1982
lca,3000,1983
lca,0,1984
lca,0,1985
lca,0,1986
lca,0,1987
lca,45,1988
lca,0,1989
lca,0,1990
lca,0,1991
lca,0,1992
lca,0,1993
lca,754,1994
lca,0,1995
lca,0,1996
lca,0,1997
lca,0,1998
lca,200,1999
lca,0,2000
lca,0,2001
lca,0,2002
lca,0,2003
lca,0,2004
lca,0,2005
lca,0,2006
lca,1,2007
lca,0,2008
vct,0,1970
vct,0,1971
vct,0,1972
vct,0,1973
vct,0,1974
vct,0,1975
vct,0,1976
vct,0,1977
vct,0,1978
vct,0,1979
vct,20500,1980
vct,0,1981
vct,0,1982
vct,0,1983
vct,0,1984
vct,0,1985
vct,0,1986
vct,208,1987
vct,0,1988
vct,0,1989
vct,0,1990
vct,0,1991
vct,0,1992
vct,0,1993
vct,0,1994
vct,0,1995
vct,0,1996
vct,0,1997
vct,0,1998
vct,100,1999
vct,0,2000
vct,0,2001
vct,4,2002
vct,0,2003
vct,1004,2004
vct,530,2005
vct,0,2006
vct,0,2007
vct,0,2008
wsm,0,1970
wsm,0,1971
wsm,0,1972
wsm,0,1973
wsm,0,1974
wsm,0,1975
wsm,0,1976
wsm,0,1977
wsm,0,1978
wsm,0,1979
wsm,0,1980
wsm,0,1981
wsm,0,1982
wsm,1000,1983
wsm,0,1984
wsm,0,1985
wsm,0,1986
wsm,0,1987
wsm,0,1988
wsm,0,1989
wsm,195000,1990
wsm,88010,1991
wsm,0,1992
wsm,0,1993
wsm,0,1994
wsm,0,1995
wsm,0,1996
wsm,0,1997
wsm,0,1998
wsm,0,1999
wsm,0,2000
wsm,0,2001
wsm,0,2002
wsm,0,2003
wsm,1,2004
wsm,9,2005
wsm,0,2006
wsm,0,2007
wsm,0,2008
sau,0,1970
sau,0,1971
sau,0,1972
sau,0,1973
sau,0,1974
sau,0,1975
sau,0,1976
sau,0,1977
sau,0,1978
sau,0,1979
sau,0,1980
sau,0,1981
sau,0,1982
sau,0,1983
sau,0,1984
sau,0,1985
sau,0,1986
sau,0,1987
sau,0,1988
sau,0,1989
sau,0,1990
sau,0,1991
sau,0,1992
sau,0,1993
sau,0,1994
sau,0,1995
sau,0,1996
sau,0,1997
sau,0,1998
sau,0,1999
sau,0,2000
sau,0,2001
sau,0,2002
sau,0,2003
sau,0,2004
sau,0,2005
sau,0,2006
sau,0,2007
sau,0,2008
sen,0,1970
sen,0,1971
sen,0,1972
sen,0,1973
sen,0,1974
sen,0,1975
sen,0,1976
sen,0,1977
sen,0,1978
sen,0,1979
sen,0,1980
sen,0,1981
sen,0,1982
sen,0,1983
sen,0,1984
sen,0,1985
sen,0,1986
sen,0,1987
sen,0,1988
sen,0,1989
sen,0,1990
sen,0,1991
sen,0,1992
sen,0,1993
sen,0,1994
sen,0,1995
sen,0,1996
sen,0,1997
sen,0,1998
sen,96040,1999
sen,0,2000
sen,0,2001
sen,0,2002
sen,0,2003
sen,1002,2004
sen,0,2005
sen,0,2006
sen,0,2007
sen,0,2008
scg,0,1970
scg,0,1971
scg,0,1972
scg,0,1973
scg,0,1974
scg,0,1975
scg,0,1976
scg,0,1977
scg,0,1978
scg,0,1979
scg,0,1980
scg,0,1981
scg,0,1982
scg,0,1983
scg,0,1984
scg,0,1985
scg,0,1986
scg,0,1987
scg,0,1988
scg,0,1989
scg,0,1990
scg,0,1991
scg,0,1992
scg,0,1993
scg,0,1994
scg,0,1995
scg,0,1996
scg,0,1997
scg,0,1998
scg,0,1999
scg,0,2000
scg,0,2001
scg,0,2002
scg,0,2003
scg,0,2004
scg,0,2005
scg,0,2006
scg,0,2007
scg,0,2008
syc,0,1970
syc,0,1971
syc,0,1972
syc,0,1973
syc,0,1974
syc,0,1975
syc,0,1976
syc,0,1977
syc,0,1978
syc,0,1979
syc,0,1980
syc,0,1981
syc,0,1982
syc,0,1983
syc,0,1984
syc,0,1985
syc,0,1986
syc,0,1987
syc,0,1988
syc,0,1989
syc,0,1990
syc,0,1991
syc,0,1992
syc,0,1993
syc,0,1994
syc,0,1995
syc,0,1996
syc,0,1997
syc,0,1998
syc,0,1999
syc,0,2000
syc,0,2001
syc,6800,2002
syc,0,2003
syc,0,2004
syc,0,2005
syc,0,2006
syc,0,2007
syc,0,2008
sle,0,1970
sle,0,1971
sle,0,1972
sle,0,1973
sle,0,1974
sle,10000,1975
sle,0,1976
sle,0,1977
sle,0,1978
sle,0,1979
sle,0,1980
sle,0,1981
sle,0,1982
sle,0,1983
sle,60,1984
sle,0,1985
sle,0,1986
sle,0,1987
sle,0,1988
sle,0,1989
sle,0,1990
sle,0,1991
sle,0,1992
sle,0,1993
sle,0,1994
sle,0,1995
sle,0,1996
sle,0,1997
sle,0,1998
sle,16,1999
sle,0,2000
sle,0,2001
sle,0,2002
sle,0,2003
sle,0,2004
sle,0,2005
sle,0,2006
sle,0,2007
sle,0,2008
svk,0,1970
svk,0,1971
svk,0,1972
svk,0,1973
svk,0,1974
svk,0,1975
svk,0,1976
svk,0,1977
svk,0,1978
svk,0,1979
svk,0,1980
svk,0,1981
svk,0,1982
svk,0,1983
svk,0,1984
svk,0,1985
svk,0,1986
svk,0,1987
svk,0,1988
svk,0,1989
svk,0,1990
svk,0,1991
svk,0,1992
svk,0,1993
svk,0,1994
svk,0,1995
svk,0,1996
svk,0,1997
svk,0,1998
svk,0,1999
svk,0,2000
svk,0,2001
svk,0,2002
svk,0,2003
svk,10330,2004
svk,0,2005
svk,0,2006
svk,0,2007
svk,0,2008
svn,0,1970
svn,0,1971
svn,0,1972
svn,0,1973
svn,0,1974
svn,0,1975
svn,0,1976
svn,0,1977
svn,0,1978
svn,0,1979
svn,0,1980
svn,0,1981
svn,0,1982
svn,0,1983
svn,0,1984
svn,0,1985
svn,0,1986
svn,0,1987
svn,0,1988
svn,0,1989
svn,0,1990
svn,0,1991
svn,0,1992
svn,0,1993
svn,0,1994
svn,0,1995
svn,0,1996
svn,0,1997
svn,0,1998
svn,0,1999
svn,0,2000
svn,0,2001
svn,0,2002
svn,0,2003
svn,0,2004
svn,0,2005
svn,0,2006
svn,1056,2007
svn,0,2008
slb,0,1970
slb,0,1971
slb,0,1972
slb,0,1973
slb,0,1974
slb,0,1975
slb,0,1976
slb,0,1977
slb,0,1978
slb,6002,1979
slb,0,1980
slb,0,1981
slb,30000,1982
slb,0,1983
slb,0,1984
slb,650,1985
slb,150100,1986
slb,0,1987
slb,0,1988
slb,0,1989
slb,0,1990
slb,0,1991
slb,0,1992
slb,88500,1993
slb,0,1994
slb,0,1995
slb,0,1996
slb,0,1997
slb,0,1998
slb,0,1999
slb,0,2000
slb,0,2001
slb,1110,2002
slb,425,2003
slb,0,2004
slb,0,2005
slb,0,2006
slb,0,2007
slb,0,2008
som,0,1970
som,0,1971
som,0,1972
som,0,1973
som,0,1974
som,0,1975
som,0,1976
som,0,1977
som,0,1978
som,0,1979
som,0,1980
som,0,1981
som,0,1982
som,0,1983
som,0,1984
som,0,1985
som,0,1986
som,0,1987
som,0,1988
som,0,1989
som,0,1990
som,0,1991
som,0,1992
som,0,1993
som,30,1994
som,0,1995
som,0,1996
som,0,1997
som,0,1998
som,0,1999
som,0,2000
som,0,2001
som,0,2002
som,0,2003
som,0,2004
som,0,2005
som,0,2006
som,0,2007
som,0,2008
zaf,0,1970
zaf,0,1971
zaf,0,1972
zaf,0,1973
zaf,0,1974
zaf,0,1975
zaf,0,1976
zaf,0,1977
zaf,0,1978
zaf,0,1979
zaf,0,1980
zaf,0,1981
zaf,0,1982
zaf,210,1983
zaf,500100,1984
zaf,0,1985
zaf,0,1986
zaf,0,1987
zaf,0,1988
zaf,0,1989
zaf,2,1990
zaf,0,1991
zaf,0,1992
zaf,7,1993
zaf,2002,1994
zaf,0,1995
zaf,0,1996
zaf,0,1997
zaf,178,1998
zaf,18810,1999
zaf,301,2000
zaf,654,2001
zaf,101200,2002
zaf,600,2003
zaf,0,2004
zaf,0,2005
zaf,0,2006
zaf,0,2007
zaf,3581,2008
esp,0,1970
esp,0,1971
esp,0,1972
esp,19,1973
esp,0,1974
esp,0,1975
esp,0,1976
esp,0,1977
esp,0,1978
esp,0,1979
esp,0,1980
esp,0,1981
esp,0,1982
esp,0,1983
esp,60070,1984
esp,0,1985
esp,0,1986
esp,0,1987
esp,0,1988
esp,33,1989
esp,9,1990
esp,0,1991
esp,0,1992
esp,0,1993
esp,12,1994
esp,0,1995
esp,0,1996
esp,371,1997
esp,0,1998
esp,6,1999
esp,16,2000
esp,10,2001
esp,0,2002
esp,0,2003
esp,0,2004
esp,0,2005
esp,0,2006
esp,1,2007
esp,0,2008
lka,0,1970
lka,0,1971
lka,0,1972
lka,0,1973
lka,0,1974
lka,0,1975
lka,0,1976
lka,0,1977
lka,1006000,1978
lka,0,1979
lka,0,1980
lka,0,1981
lka,0,1982
lka,0,1983
lka,0,1984
lka,8000,1985
lka,0,1986
lka,0,1987
lka,0,1988
lka,0,1989
lka,0,1990
lka,0,1991
lka,0,1992
lka,0,1993
lka,0,1994
lka,0,1995
lka,0,1996
lka,0,1997
lka,0,1998
lka,0,1999
lka,375000,2000
lka,0,2001
lka,0,2002
lka,0,2003
lka,0,2004
lka,0,2005
lka,0,2006
lka,0,2007
lka,50010,2008
sdn,0,1970
sdn,0,1971
sdn,0,1972
sdn,0,1973
sdn,0,1974
sdn,0,1975
sdn,0,1976
sdn,0,1977
sdn,0,1978
sdn,0,1979
sdn,0,1980
sdn,0,1981
sdn,0,1982
sdn,0,1983
sdn,0,1984
sdn,0,1985
sdn,0,1986
sdn,0,1987
sdn,0,1988
sdn,0,1989
sdn,0,1990
sdn,0,1991
sdn,0,1992
sdn,0,1993
sdn,0,1994
sdn,0,1995
sdn,0,1996
sdn,0,1997
sdn,0,1998
sdn,0,1999
sdn,0,2000
sdn,0,2001
sdn,33,2002
sdn,0,2003
sdn,0,2004
sdn,0,2005
sdn,0,2006
sdn,0,2007
sdn,0,2008
swz,0,1970
swz,0,1971
swz,0,1972
swz,0,1973
swz,0,1974
swz,0,1975
swz,0,1976
swz,0,1977
swz,0,1978
swz,0,1979
swz,0,1980
swz,0,1981
swz,0,1982
swz,0,1983
swz,632600,1984
swz,0,1985
swz,0,1986
swz,0,1987
swz,0,1988
swz,0,1989
swz,0,1990
swz,0,1991
swz,0,1992
swz,0,1993
swz,0,1994
swz,0,1995
swz,0,1996
swz,0,1997
swz,0,1998
swz,0,1999
swz,0,2000
swz,0,2001
swz,0,2002
swz,0,2003
swz,0,2004
swz,1150,2005
swz,6536,2006
swz,0,2007
swz,0,2008
swe,0,1970
swe,0,1971
swe,0,1972
swe,0,1973
swe,0,1974
swe,0,1975
swe,0,1976
swe,0,1977
swe,0,1978
swe,0,1979
swe,0,1980
swe,0,1981
swe,0,1982
swe,0,1983
swe,0,1984
swe,0,1985
swe,0,1986
swe,0,1987
swe,0,1988
swe,0,1989
swe,0,1990
swe,0,1991
swe,0,1992
swe,0,1993
swe,0,1994
swe,0,1995
swe,0,1996
swe,0,1997
swe,0,1998
swe,3,1999
swe,0,2000
swe,0,2001
swe,1,2002
swe,0,2003
swe,0,2004
swe,7,2005
swe,0,2006
swe,0,2007
swe,0,2008
che,0,1970
che,0,1971
che,0,1972
che,0,1973
che,0,1974
che,0,1975
che,0,1976
che,0,1977
che,0,1978
che,0,1979
che,0,1980
che,0,1981
che,0,1982
che,140,1983
che,0,1984
che,0,1985
che,0,1986
che,1,1987
che,0,1988
che,0,1989
che,5,1990
che,0,1991
che,0,1992
che,2,1993
che,0,1994
che,0,1995
che,0,1996
che,0,1997
che,0,1998
che,12,1999
che,0,2000
che,0,2001
che,3,2002
che,7,2003
che,0,2004
che,0,2005
che,1,2006
che,0,2007
che,0,2008
syr,0,1970
syr,0,1971
syr,0,1972
syr,0,1973
syr,0,1974
syr,0,1975
syr,0,1976
syr,0,1977
syr,0,1978
syr,0,1979
syr,0,1980
syr,0,1981
syr,0,1982
syr,0,1983
syr,0,1984
syr,0,1985
syr,0,1986
syr,0,1987
syr,0,1988
syr,0,1989
syr,0,1990
syr,0,1991
syr,0,1992
syr,0,1993
syr,0,1994
syr,0,1995
syr,0,1996
syr,0,1997
syr,0,1998
syr,0,1999
syr,0,2000
syr,199,2001
syr,0,2002
syr,0,2003
syr,185,2004
syr,0,2005
syr,0,2006
syr,0,2007
syr,0,2008
twn,0,1970
twn,0,1971
twn,0,1972
twn,0,1973
twn,0,1974
twn,0,1975
twn,0,1976
twn,11590,1977
twn,0,1978
twn,0,1979
twn,0,1980
twn,26,1981
twn,0,1982
twn,82,1983
twn,0,1984
twn,0,1985
twn,65,1986
twn,2261,1987
twn,0,1988
twn,13,1989
twn,20000,1990
twn,37,1991
twn,8,1992
twn,0,1993
twn,633,1994
twn,0,1995
twn,65,1996
twn,122,1997
twn,400000,1998
twn,0,1999
twn,2205,2000
twn,652500,2001
twn,8,2002
twn,3,2003
twn,8952,2004
twn,1656,2005
twn,803,2006
twn,2897,2007
twn,135,2008
tjk,0,1970
tjk,0,1971
tjk,0,1972
tjk,0,1973
tjk,0,1974
tjk,0,1975
tjk,0,1976
tjk,0,1977
tjk,0,1978
tjk,0,1979
tjk,0,1980
tjk,0,1981
tjk,0,1982
tjk,0,1983
tjk,0,1984
tjk,0,1985
tjk,0,1986
tjk,0,1987
tjk,0,1988
tjk,0,1989
tjk,0,1990
tjk,0,1991
tjk,0,1992
tjk,0,1993
tjk,0,1994
tjk,0,1995
tjk,0,1996
tjk,0,1997
tjk,0,1998
tjk,1500,1999
tjk,0,2000
tjk,830,2001
tjk,0,2002
tjk,0,2003
tjk,0,2004
tjk,0,2005
tjk,0,2006
tjk,0,2007
tjk,0,2008
tza,0,1970
tza,0,1971
tza,0,1972
tza,0,1973
tza,0,1974
tza,0,1975
tza,0,1976
tza,0,1977
tza,0,1978
tza,0,1979
tza,0,1980
tza,0,1981
tza,0,1982
tza,0,1983
tza,0,1984
tza,0,1985
tza,0,1986
tza,0,1987
tza,0,1988
tza,0,1989
tza,0,1990
tza,0,1991
tza,0,1992
tza,0,1993
tza,2504,1994
tza,0,1995
tza,0,1996
tza,0,1997
tza,0,1998
tza,0,1999
tza,0,2000
tza,0,2001
tza,0,2002
tza,0,2003
tza,0,2004
tza,0,2005
tza,0,2006
tza,0,2007
tza,0,2008
tha,0,1970
tha,0,1971
tha,0,1972
tha,0,1973
tha,0,1974
tha,0,1975
tha,0,1976
tha,0,1977
tha,50,1978
tha,0,1979
tha,0,1980
tha,43060,1981
tha,0,1982
tha,0,1983
tha,0,1984
tha,0,1985
tha,0,1986
tha,0,1987
tha,0,1988
tha,199500,1989
tha,36,1990
tha,1894000,1991
tha,386500,1992
tha,213900,1993
tha,15020,1994
tha,27,1995
tha,343400,1996
tha,50590,1997
tha,0,1998
tha,0,1999
tha,41220,2000
tha,150,2001
tha,30200,2002
tha,5000,2003
tha,9064,2004
tha,3510,2005
tha,0,2006
tha,0,2007
tha,1000,2008
tkl,0,1970
tkl,0,1971
tkl,0,1972
tkl,0,1973
tkl,0,1974
tkl,0,1975
tkl,0,1976
tkl,0,1977
tkl,0,1978
tkl,0,1979
tkl,0,1980
tkl,0,1981
tkl,0,1982
tkl,0,1983
tkl,0,1984
tkl,0,1985
tkl,0,1986
tkl,1730,1987
tkl,0,1988
tkl,0,1989
tkl,102,1990
tkl,0,1991
tkl,0,1992
tkl,0,1993
tkl,0,1994
tkl,0,1995
tkl,0,1996
tkl,0,1997
tkl,0,1998
tkl,0,1999
tkl,0,2000
tkl,0,2001
tkl,0,2002
tkl,0,2003
tkl,0,2004
tkl,26,2005
tkl,0,2006
tkl,0,2007
tkl,0,2008
ton,0,1970
ton,0,1971
ton,0,1972
ton,903,1973
ton,0,1974
ton,0,1975
ton,0,1976
ton,10000,1977
ton,0,1978
ton,0,1979
ton,0,1980
ton,0,1981
ton,146500,1982
ton,0,1983
ton,0,1984
ton,0,1985
ton,0,1986
ton,0,1987
ton,0,1988
ton,0,1989
ton,3104,1990
ton,0,1991
ton,0,1992
ton,0,1993
ton,0,1994
ton,0,1995
ton,0,1996
ton,3000,1997
ton,3571,1998
ton,0,1999
ton,0,2000
ton,16500,2001
ton,0,2002
ton,0,2003
ton,0,2004
ton,0,2005
ton,0,2006
ton,0,2007
ton,0,2008
tto,0,1970
tto,0,1971
tto,0,1972
tto,0,1973
tto,50000,1974
tto,0,1975
tto,0,1976
tto,0,1977
tto,0,1978
tto,0,1979
tto,0,1980
tto,0,1981
tto,0,1982
tto,0,1983
tto,0,1984
tto,0,1985
tto,0,1986
tto,0,1987
tto,0,1988
tto,0,1989
tto,1000,1990
tto,0,1991
tto,0,1992
tto,0,1993
tto,0,1994
tto,0,1995
tto,0,1996
tto,0,1997
tto,0,1998
tto,0,1999
tto,0,2000
tto,0,2001
tto,0,2002
tto,0,2003
tto,561,2004
tto,0,2005
tto,0,2006
tto,0,2007
tto,0,2008
tur,0,1970
tur,0,1971
tur,30,1972
tur,0,1973
tur,0,1974
tur,0,1975
tur,0,1976
tur,0,1977
tur,0,1978
tur,0,1979
tur,0,1980
tur,0,1981
tur,0,1982
tur,0,1983
tur,0,1984
tur,0,1985
tur,0,1986
tur,0,1987
tur,0,1988
tur,0,1989
tur,0,1990
tur,4,1991
tur,0,1992
tur,0,1993
tur,30,1994
tur,0,1995
tur,0,1996
tur,0,1997
tur,0,1998
tur,0,1999
tur,0,2000
tur,0,2001
tur,14,2002
tur,0,2003
tur,1661,2004
tur,0,2005
tur,0,2006
tur,0,2007
tur,0,2008
tca,0,1970
tca,0,1971
tca,0,1972
tca,0,1973
tca,0,1974
tca,0,1975
tca,0,1976
tca,0,1977
tca,0,1978
tca,0,1979
tca,0,1980
tca,0,1981
tca,0,1982
tca,0,1983
tca,0,1984
tca,770,1985
tca,0,1986
tca,0,1987
tca,0,1988
tca,0,1989
tca,0,1990
tca,0,1991
tca,0,1992
tca,0,1993
tca,0,1994
tca,0,1995
tca,0,1996
tca,0,1997
tca,0,1998
tca,0,1999
tca,0,2000
tca,0,2001
tca,0,2002
tca,0,2003
tca,200,2004
tca,0,2005
tca,0,2006
tca,0,2007
tca,1504,2008
tuv,0,1970
tuv,0,1971
tuv,706,1972
tuv,0,1973
tuv,0,1974
tuv,0,1975
tuv,0,1976
tuv,0,1977
tuv,0,1978
tuv,0,1979
tuv,0,1980
tuv,0,1981
tuv,0,1982
tuv,0,1983
tuv,0,1984
tuv,0,1985
tuv,0,1986
tuv,0,1987
tuv,0,1988
tuv,0,1989
tuv,700,1990
tuv,0,1991
tuv,0,1992
tuv,150,1993
tuv,0,1994
tuv,0,1995
tuv,0,1996
tuv,0,1997
tuv,0,1998
tuv,0,1999
tuv,0,2000
tuv,0,2001
tuv,0,2002
tuv,0,2003
tuv,0,2004
tuv,0,2005
tuv,0,2006
tuv,0,2007
tuv,0,2008
uga,0,1970
uga,0,1971
uga,0,1972
uga,0,1973
uga,0,1974
uga,0,1975
uga,0,1976
uga,0,1977
uga,0,1978
uga,0,1979
uga,0,1980
uga,0,1981
uga,0,1982
uga,0,1983
uga,0,1984
uga,0,1985
uga,0,1986
uga,0,1987
uga,0,1988
uga,0,1989
uga,0,1990
uga,0,1991
uga,0,1992
uga,0,1993
uga,0,1994
uga,0,1995
uga,0,1996
uga,0,1997
uga,0,1998
uga,0,1999
uga,10000,2000
uga,0,2001
uga,100,2002
uga,0,2003
uga,0,2004
uga,0,2005
uga,0,2006
uga,0,2007
uga,0,2008
ukr,0,1970
ukr,0,1971
ukr,0,1972
ukr,0,1973
ukr,0,1974
ukr,0,1975
ukr,0,1976
ukr,0,1977
ukr,0,1978
ukr,0,1979
ukr,0,1980
ukr,0,1981
ukr,0,1982
ukr,0,1983
ukr,0,1984
ukr,0,1985
ukr,0,1986
ukr,0,1987
ukr,0,1988
ukr,0,1989
ukr,0,1990
ukr,0,1991
ukr,1000,1992
ukr,0,1993
ukr,0,1994
ukr,0,1995
ukr,0,1996
ukr,11,1997
ukr,0,1998
ukr,0,1999
ukr,48120,2000
ukr,0,2001
ukr,0,2002
ukr,0,2003
ukr,0,2004
ukr,0,2005
ukr,0,2006
ukr,7552,2007
ukr,0,2008
gbr,0,1970
gbr,0,1971
gbr,0,1972
gbr,0,1973
gbr,0,1974
gbr,0,1975
gbr,0,1976
gbr,0,1977
gbr,0,1978
gbr,0,1979
gbr,0,1980
gbr,12,1981
gbr,0,1982
gbr,17,1983
gbr,22,1984
gbr,0,1985
gbr,0,1986
gbr,20,1987
gbr,0,1988
gbr,13,1989
gbr,200100,1990
gbr,48,1991
gbr,0,1992
gbr,0,1993
gbr,0,1994
gbr,9,1995
gbr,12000,1996
gbr,0,1997
gbr,253000,1998
gbr,211,1999
gbr,20120,2000
gbr,0,2001
gbr,14,2002
gbr,0,2003
gbr,0,2004
gbr,3010,2005
gbr,0,2006
gbr,13,2007
gbr,0,2008
usa,37,1970
usa,158,1971
usa,256,1972
usa,296,1973
usa,352,1974
usa,302,1975
usa,0,1976
usa,91,1977
usa,215,1978
usa,2346,1979
usa,582,1980
usa,30,1981
usa,52000,1982
usa,6132,1983
usa,15770,1984
usa,1021000,1985
usa,81,1986
usa,3351,1987
usa,27,1988
usa,25210,1989
usa,10830,1990
usa,3087,1991
usa,295200,1992
usa,891,1993
usa,21920,1994
usa,86310,1995
usa,4418,1996
usa,5072,1997
usa,153800,1998
usa,3059000,1999
usa,23500,2000
usa,180500,2001
usa,19170,2002
usa,243700,2003
usa,5080000,2004
usa,832200,2005
usa,5756,2006
usa,8562,2007
usa,2301000,2008
ury,0,1970
ury,0,1971
ury,0,1972
ury,0,1973
ury,0,1974
ury,0,1975
ury,0,1976
ury,0,1977
ury,0,1978
ury,0,1979
ury,0,1980
ury,0,1981
ury,0,1982
ury,0,1983
ury,0,1984
ury,0,1985
ury,0,1986
ury,0,1987
ury,0,1988
ury,0,1989
ury,0,1990
ury,0,1991
ury,0,1992
ury,2000,1993
ury,0,1994
ury,0,1995
ury,0,1996
ury,501,1997
ury,0,1998
ury,1001,1999
ury,100,2000
ury,0,2001
ury,1502,2002
ury,0,2003
ury,0,2004
ury,19,2005
ury,0,2006
ury,0,2007
ury,0,2008
ussr,0,1970
ussr,0,1971
ussr,0,1972
ussr,0,1973
ussr,0,1974
ussr,0,1975
ussr,0,1976
ussr,0,1977
ussr,0,1978
ussr,0,1979
ussr,0,1980
ussr,10000,1981
ussr,0,1982
ussr,0,1983
ussr,400,1984
ussr,0,1985
ussr,0,1986
ussr,0,1987
ussr,0,1988
ussr,0,1989
ussr,0,1990
ussr,41,1991
ussr,0,1992
ussr,0,1993
ussr,0,1994
ussr,0,1995
ussr,0,1996
ussr,0,1997
ussr,0,1998
ussr,0,1999
ussr,0,2000
ussr,0,2001
ussr,0,2002
ussr,0,2003
ussr,0,2004
ussr,0,2005
ussr,0,2006
ussr,0,2007
ussr,0,2008
vut,0,1970
vut,0,1971
vut,4,1972
vut,0,1973
vut,0,1974
vut,0,1975
vut,0,1976
vut,0,1977
vut,0,1978
vut,0,1979
vut,0,1980
vut,0,1981
vut,0,1982
vut,0,1983
vut,0,1984
vut,117500,1985
vut,0,1986
vut,48050,1987
vut,6700,1988
vut,0,1989
vut,0,1990
vut,0,1991
vut,1162,1992
vut,12010,1993
vut,0,1994
vut,0,1995
vut,0,1996
vut,0,1997
vut,2400,1998
vut,32,1999
vut,0,2000
