concept,name,concept_type,description,indicator_url,unit,interpolation,drill_up,domain,scales
age_at_1st_marriage_women,Age at 1st marriage,measure,"The mean age, in years, of first marriage for women. Women who never married are excluded. Cohabitation is excluded. The data are based on multple sources and definitions might vary.",http://spreadsheets.google.com/pub?key=t4eF8H_jq_xyKCUHAX6VT1g,women,,,,"['linear', 'log']"
murder_per_100000_people,Murder,measure,"Mortality due to interpersonal violence, per 100 000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tZgPgT_sx3VdAuyDxEzenYA,per 100 000 people,,,,"['linear', 'log']"
corruption_perception_index_cpi,Corruption Perception Index,measure,Transaprency International's score of perceptions of corruption. Higher values indicate less corruption. ,http://spreadsheets.google.com/pub?key=tKOphM3UPRd94T6C6pmsuXw,CPI,,,,"['linear', 'log']"
democracy_score_use_as_color,Democracy score,measure,"Overall polity score from the Polity IV dataset, calculated by subtracting an autocracy score from a democracy score. It is a summary measure of a country's democratic and free nature. -10 is the lowest value, 10 the highest. ",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGQ2YlhDSWVIdXdpMmhLY2ZZRHdNNnc,,,,,"['linear', 'log']"
hdi_human_development_index,Human Development Index,measure,"Human Development Index is an index used to rank countries by level of ""human development"". It contains three dimensions: health level, educational level and living standard. ",http://spreadsheets.google.com/pub?key=tyadrylIpQ1K_iHP407374Q,HDI,,,,"['linear', 'log']"
agriculture_workers_percent_of_labour_force,Agriculture workers,measure,Percentage of all labour force that works in agriculture sector.,http://spreadsheets.google.com/pub?key=rzFD5mOuB5mR7-vLoP04LAQ,% of labour force,,,,"['linear', 'log']"
industry_workers_percent_of_labour_force,Industry workers,measure,Percentage of all labour force that works in industry sector.,http://spreadsheets.google.com/pub?key=rqcJTExcUqNdolB-7flqebQ,% of labour force,,,,"['linear', 'log']"
service_workers_percent_of_labour_force,Service workers,measure,Percentage of all labour force that works in service sector.,http://spreadsheets.google.com/pub?key=r4orIwujZpT-z3Exd_9ARpQ,% of labour force,,,,"['linear', 'log']"
female_agriculture_workers_percent_of_female_labour_force,Female agriculture workers,measure,Percentage of all female labour force that works in agriculture sector. ,http://spreadsheets.google.com/pub?key=rraOr_PTB0jcQ60TagEH_WQ,% of female labour force,,,,"['linear', 'log']"
female_industry_workers_percent_of_female_labour_force,Female industry workers,measure,Percentage of all female labour force that works in industry sector. ,http://spreadsheets.google.com/pub?key=rA5BvUGX_Es43DaKb3FidUg,% of female labour force,,,,"['linear', 'log']"
female_service_workers_percent_of_female_labour_force,Female service workers,measure,Percentage of all female labour force that works in service sector. ,http://spreadsheets.google.com/pub?key=r1B3mjfpBItUmvrhqaRgTWQ,% of female labour force,,,,"['linear', 'log']"
male_agriculture_workers_percent_of_male_labour_force,Male agriculture workers,measure,Percentage of all male labour force that works in agriculture sector.,http://spreadsheets.google.com/pub?key=rtt_ihBgyYafmDJpThQecoA,% of male labour force,,,,"['linear', 'log']"
male_industry_workers_percent_of_male_labour_force,Male industry workers,measure,Percentage of all male labour force that works in industry sector.,http://spreadsheets.google.com/pub?key=rmLnlLnnm2kjBbNsBZYxqow,% of male labour force,,,,"['linear', 'log']"
male_service_workers_percent_of_male_labour_force,Male service workers,measure,Percentage of all male labour force that works in service sector.,http://spreadsheets.google.com/pub?key=ravxsZdBslM5zF5HwDsX30g,% of male labour force,,,,"['linear', 'log']"
family_workers_percent_of_labour_force,Family workers,measure,Percentage of all labour force that works as contributing family workers.,http://spreadsheets.google.com/pub?key=rW7k_DdDKlGgJhzYRuNvguw,% of labour force,,,,"['linear', 'log']"
salaried_workers_percent_of_labour_force,Salaried workers,measure,Percentage of all labour force that earns a salary from working.,http://spreadsheets.google.com/pub?key=rcO6CXqmEjV-wS-29qejCpw,% of labour force,,,,"['linear', 'log']"
self_employed_percent_of_labour_force,Self-employed,measure,Percentage of all labour force that works as self-employed workers.,http://spreadsheets.google.com/pub?key=rSrvaPPzWvOyTMb9_dfJDtQ,% of labour force,,,,"['linear', 'log']"
female_family_workers_percent_of_female_labour_force,Female family workers,measure,Percentage of all female labour force that works as contributing family workers. ,http://spreadsheets.google.com/pub?key=rjFKVVoWIVbTgdtJK2xOZqQ,% of female labour force,,,,"['linear', 'log']"
female_salaried_workers_percent_of_female_labour_force,Female salaried workers,measure,Percentage of all female labour force that earns a salary from working. ,http://spreadsheets.google.com/pub?key=rhuyv42EAyApMwy4tDYm3XQ,% of female labour force,,,,"['linear', 'log']"
female_self_employed_percent_of_female_labour_force,Female self-employed,measure,Percentage of all female labour force that works as self-employed workers. ,http://spreadsheets.google.com/pub?key=rIe2Y4f4Ehde4I4BGPN2VBg,% of female labour force,,,,"['linear', 'log']"
male_family_workers_percent_of_male_labour_force,Male family workers,measure,Percentage of all male labour force that works as contributing family workers.,http://spreadsheets.google.com/pub?key=rJMlhr2YOvL2EE5NhpbfYAg,% of male labour force,,,,"['linear', 'log']"
male_salaried_workers_percent_of_male_labour_force,Male salaried workers,measure,Percentage of all male labour force that earns a salary from working.,http://spreadsheets.google.com/pub?key=riwXFQrsUhb96BT2yFC9rFw,% of male labour force,,,,"['linear', 'log']"
male_self_employed_percent_of_male_labour_force,Male self-employed,measure,Percentage of all male labour force that works as self-employed workers.,http://spreadsheets.google.com/pub?key=raAOA9AFRPzq5ilAm5Qa65Q,% of male labour force,,,,"['linear', 'log']"
aged_15_24_employment_rate_percent,Aged 15-24 employed,measure,"Percentage of total population, age group 15-24, that has been employed during the given year.",http://spreadsheets.google.com/pub?key=rfHz_nx27dDQo4dUoIeVT3A,%,,,,"['linear', 'log']"
aged_15plus_employment_rate_percent,Aged 15+ employed,measure,"Percentage of total population, age group 15+, that has been employed during the given year.",http://spreadsheets.google.com/pub?key=rV0ksExNqh6V_h40f0_nFjg,%,,,,"['linear', 'log']"
females_aged_15_24_employment_rate_percent,Females aged 15-24 employed,measure,"Percentage of female population, age group 15-24, that has been employed during the given year.",http://spreadsheets.google.com/pub?key=rRS0FbArN8jYsY25X-ZiU9A,%,,,,"['linear', 'log']"
females_aged_15plus_employment_rate_percent,Females aged 15+ employed,measure,"Percentage of female population, age group 15+, that has been employed during the given year.",http://spreadsheets.google.com/pub?key=rOXvRa2ZC2oXqBn7gz62IMg,%,,,,"['linear', 'log']"
males_aged_15_24_employment_rate_percent,Males aged 15-24 employed,measure,"Percentage of male population, age group 15-24, that has been employed during the given year.",http://spreadsheets.google.com/pub?key=rCyfwvThkbHVlNVw48vHybg,%,,,,"['linear', 'log']"
males_aged_15plus_employment_rate_percent,Males aged 15+ employed,measure,"Percentage of male population, age group 15+, that has been employed during the given year.",http://spreadsheets.google.com/pub?key=rTRt7Z5m9i9D9-vvipvdx2w,%,,,,"['linear', 'log']"
aged_15_64_labour_force_participation_rate_percent,Aged 15-64 labour force participation rate,measure,"For age group 15-64, percentage of all labour to total population.",http://spreadsheets.google.com/pub?key=rx1TECfEnGlnomonxCCO-Aw,%,,,,"['linear', 'log']"
aged_25_54_labour_force_participation_rate_percent,Aged 25-54 labour force participation rate,measure,"For age group 25-54, percentage of all labour to total population.",http://spreadsheets.google.com/pub?key=rTrB-PY0sfM_gdAQ20XovfA,%,,,,"['linear', 'log']"
aged_15plus_labour_force_participation_rate_percent,Aged 15+ labour force participation rate,measure,"For age group 15+, percentage of all labour to total population.",http://spreadsheets.google.com/pub?key=ryyQX_1TXlohXWOSUswhIKg,%,,,,"['linear', 'log']"
aged_65plus_labour_force_participation_rate_percent,Aged 65+ labour force participation rate,measure,"For age group 65+, percentage of all labour to total population.",http://spreadsheets.google.com/pub?key=r1hlZB_n1rpXTij11Kw7lTQ,%,,,,"['linear', 'log']"
females_aged_15_64_labour_force_participation_rate_percent,Females aged 15-64 labour force participation rate,measure,"For age group 15-64, percentage of female labour to total female population.",http://spreadsheets.google.com/pub?key=rLRScmH2JZmjxsCGW2LB1cA,%,,,,"['linear', 'log']"
females_aged_25_54_labour_force_participation_rate_percent,Females aged 25-54 labour force participation rate,measure,"For age group 25-54, percentage of female labour to total female population.",http://spreadsheets.google.com/pub?key=rgdYcit5cC0wxcLAQf9kJ_Q,%,,,,"['linear', 'log']"
females_aged_15plus_labour_force_participation_rate_percent,Females aged 15+ labour force participation rate,measure,"For age group 15+, percentage of female labour to total female population.",http://spreadsheets.google.com/pub?key=rZyHDNFsPBn7cqZCIzDQtIg,%,,,,"['linear', 'log']"
females_aged_65plus_labour_force_participation_rate_percent,Females aged 65+ labour force participation rate,measure,"For age group 65+, percentage of female labour to total female population.",http://spreadsheets.google.com/pub?key=rEZ0xOSmU7UuX7iOyL0Xp3g,%,,,,"['linear', 'log']"
males_aged_15_64_labour_force_participation_rate_percent,Males aged 15-64 labour force participation rate,measure,"For age group 15-64, percentage of male labour to total female population.",http://spreadsheets.google.com/pub?key=rB4P-M5oVWuv9CyQ5s1mvOA,%,,,,"['linear', 'log']"
males_aged_25_54_labour_force_participation_rate_percent,Males aged 25-54 labour force participation rate,measure,"For age group 25-54, percentage of male labour to total female population.",http://spreadsheets.google.com/pub?key=rj102tw9R1O_d56Uw_eqBzg,%,,,,"['linear', 'log']"
males_aged_15plus_labour_force_participation_rate_percent,Males aged 15+ labour force participation rate,measure,"For age group 15+, percentage of male labour to total female population.",http://spreadsheets.google.com/pub?key=rImcpLhokI0fXWNA-2nSWFw,%,,,,"['linear', 'log']"
males_aged_65plus_labour_force_participation_rate_percent,Males aged 65+ labour force participation rate,measure,"For age group 65+, percentage of male labour to total female population.",http://spreadsheets.google.com/pub?key=r_hbrX2qsjHphzAAlwsxhRA,%,,,,"['linear', 'log']"
aged_15_24_unemployment_rate_percent,Aged 15-24 unemployment rate,measure,"Percentage of total population, age group 15-24, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rb0oP4d1BREXa8xMIUf4NZg,%,,,,"['linear', 'log']"
aged_25_54_unemployment_rate_percent,Aged 25-54 unemployment rate,measure,"Percentage of total population, age group 25-54, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rEMA-cbNPaOtpDyxTcwugnw,%,,,,"['linear', 'log']"
aged_15plus_unemployment_rate_percent,Aged 15+ unemployment rate,measure,"Percentage of total population, age group above 15, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rlD36wGmkwFt3ED558waCTQ,%,,,,"['linear', 'log']"
aged_55plus_unemployment_rate_percent,Aged 55+ unemployment rate,measure,"Percentage of total population, age group above 55, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rNn0y3e0bCpaqTM_8BVZBdg,%,,,,"['linear', 'log']"
long_term_unemployment_rate_percent,Long term unemployment rate,measure,Percentage of total population that has been registered as long-term unemployed during the given year.,http://spreadsheets.google.com/pub?key=rCRqVXC95LeKm_EvLrFNXKw,%,,,,"['linear', 'log']"
females_aged_15_24_unemployment_rate_percent,"Females aged 15-24, unemployment rate",measure,"Percentage of women, age group 15-24, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rMf--YMvuEKf2LVppT63Xvw,%,,,,"['linear', 'log']"
females_aged_25_54_unemployment_rate_percent,"Females aged 25-54, unemployment rate",measure,"Percentage of women, age group 25-54, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=r9StWVETzyX9Lv-r4-2sh6w,%,,,,"['linear', 'log']"
females_aged_15plus_unemployment_rate_percent,"Females aged 15+, unemployment rate",measure,"Percentage of women, age group above 15, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rcHjAQAzF2e1yR1R-hywCEw,%,,,,"['linear', 'log']"
females_aged_55plus_unemployment_rate_percent,"Females aged 55+, unemployment rate",measure,"Percentage of women, age group above 55, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rz8kJ7CIyckuQAWgHUHe4sA,%,,,,"['linear', 'log']"
female_long_term_unemployment_rate_percent,Female long term unemployment rate,measure,Percentage of female population that has been registered as long-term unemployed during the given year.,http://spreadsheets.google.com/pub?key=rT5EpK40a19zVodp1HV1xGw,%,,,,"['linear', 'log']"
males_aged_15_24_unemployment_rate_percent,"Males aged 15-24, unemployment rate",measure,"Percentage of men, age group 15-24, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rGS7_GpdXrYyjhKkAFcLHGA,%,,,,"['linear', 'log']"
males_aged_25_54_unemployment_rate_percent,"Males aged 25-54, unemployment rate",measure,"Percentage of men, age group 25-54, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rjkDFSPV2pw9Pbnz2kpiqPQ,%,,,,"['linear', 'log']"
males_aged_15plus_unemployment_rate_percent,"Males aged 15+, unemployment rate",measure,"Percentage of men, age group above 15, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=r5_68IYi0bC1bRjGMFYFk8g,%,,,,"['linear', 'log']"
males_aged_55plus_unemployment_rate_percent,"Males aged 55+, unemployment rate",measure,"Percentage of men, age group above 55, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rSMPg9BmVRsqE8_k1ARUudA,%,,,,"['linear', 'log']"
male_long_term_unemployment_rate_percent,Male long term unemployment rate,measure,Percentage of male population that has been registered as long-term unemployed during the given year.,http://spreadsheets.google.com/pub?key=rezDaYxOOBEFgR4TiPN9qtw,%,,,,"['linear', 'log']"
under_five_mortality_from_cme_per_1000_born,Under-five mortality from CME,measure,"Death of children under five years of age per 1,000 live births. By The Inter-Agency Child Mortality Estimation Group (WHO, UNICEF, the United Nations Population Division, the World Bank, and independent experts) Sep 20 2011",http://spreadsheets.google.com/pub?key=p8SIY47PNEw6pJRPAS1tXPQ,per 1 000 born,,,,"['log', 'linear']"
under_five_mortality_from_ihme_per_1000_born,Under-five mortality from IHME,measure,"Death of children under five years of age per 1,000 live births. Estimates and projections from the Institute for Health Metrics and Evaluation, 1970-2015.",http://spreadsheets.google.com/pub?key=p8SIY47PNEw4TgTkrmIVIXA,per 1 000 born,,,,"['log', 'linear']"
old_version_of_income_per_person_version_3,Old version (3) of Income per person,measure,"The version of Income per person used before 22 december 2008 (version 3). Gross Domestic Product per person by Purchasing Power Parities (in international dollars, fixed 1990 prices). ",http://spreadsheets.google.com/pub?key=phAwcNAVuyj0npaJxInyYDg,,,,,"['log', 'linear']"
old_version_of_income_per_person_version_8,Old version (8) of Income per person,measure,"The version of Income per person used before 12 july 2010 (version 8). Gross Domestic Product per person by Purchasing Power Parities (in international dollars, fixed 2050 prices). ",http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdE5xWmcyYVZJQzJvOFpZUklqX3lkSkE,,,,,"['log', 'linear']"
alternative_gdppercapita_ppp_inflation_adjusted_from_pwt,Alternative GDP/capita from PWT,measure,"Expressed in international $ (PPP) and adjusted for inflation (in 2000 prices). The indicator measures the same thing as ""income per person"", but the source is different: Penn World Tables 6.2.",http://spreadsheets.google.com/pub?key=tSUr_yZVbM6a3AGJEq_Z2Pw,"PPP$, inflation-adjusted",,,,"['log', 'linear']"
subsistence_incomes_per_person,Subsistence incomes per person,measure,"The same as ""Income per person (GDP/capita, inflation-adjusted $)"" (version 9), but expressed in subsistence incomes per person ratehr than international $ per person. One subsistence income is equal to $1.25 per day (i.e. the lower poverty line), or $456.24 per year. Hence, we divided incomes epr person with 456.25.",http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGlGLVd4OGVfcVdScVBSS0JLVHpiMlE,,,,,"['log', 'linear']"
alternative_poverty_percent_below_nationally_defined_poverty,Alternative poverty,measure,National poverty rate is the percentage of the population living below the national poverty line. National estimates are based on population-weighted subgroup estimates from household surveys. Poverty lines vary between countries and so rates are not comparable. ,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd1R9UmohEIaA,% below nationally defined poverty line,,,,"['linear', 'log']"
data_quality_income_per_person,Data quality - Income per person,measure,"Rates the quality for each observation of ""Income per person - revised"". The ratings are 0 (data quality not known yet) and 5 (very bad). You can use this ""indicator"" as color together with income per person to highlight the roughest observations.",http://spreadsheets.google.com/pub?key=phAwcNAVuyj0atjJIuxy-KQ,,,,,"['linear', 'log']"
data_quality_life_expectancy,Data quality - Life expectancy,measure,"Rates the quality for each observation of ""Life expectancy at birth"": (1) Yearly data; (2) Trend data; (3) Yearly guesstimates; (4) Trend guesstimates. You can use this ""indicator"" together with ""Life expectancy at birth"" to highlight the roughest observations.",http://spreadsheets.google.com/pub?key=p8SIY47PNEw6vGCNzlYJ5eA,,,,,"['linear', 'log']"
data_quality_population,Data quality - Population,measure,"Rates the quality for each observation of ""Population, total"". The ratings are 1 (very good); 2 (good); 3 (fair); 4 (bad) and 5 (very bad). You can use this ""indicator"" together with total population to highlight the roughest observations.",http://spreadsheets.google.com/pub?key=phAwcNAVuyj1ONZlWMf9KQA,,,,,"['linear', 'log']"
estimate_or_projection_of_under_five_mortality_rate_from_ihme,Estimate or projection of child mortality,measure,"1=estimate; 2=projection (quality indicator for ""Under-five mortality from IHME"")",http://spreadsheets.google.com/pub?key=p8SIY47PNEw4vx1GOsJM7bA,"age 5-, from IHME",,,,"['linear', 'log']"
data_quality_children_per_woman,Data quality - Children per woman,measure,"Rates the quality for each observation of ""Children per woman"". The ratings are 1 (very good); 2 (good); 3 (fair); 4 (bad) and 5 (very bad). You can use this ""indicator"" together with ""Children per woman"" to highlight the roughest observations.",http://spreadsheets.google.com/pub?key=thlR4hyNMEnaVyV_uxRzjfQ,,,,,"['linear', 'log']"
data_method_maternal_mortality,Data method - Maternal mortality,measure,"Method used to estimate ""Maternal mortality"": 1-Registration; 2-Reg. but ill defined; 3-Sisterhood surveys; 4-Mortality surveys, 5-Sample reg.; 6-Census based estim.; 7-Other data; 8-No data, model used",http://spreadsheets.google.com/pub?key=thDxsgSWvLGW4M1qUBby7OQ,,,,,"['linear', 'log']"
economic_growth_over_the_past_10_years,Economic growth over past 10 yr,measure,"Average annual growth in GDP per capita over the past 10 years, i.e. the data for 1980 concerns the average growth 1970-80. The data is based on the PWT 6.2.",http://spreadsheets.google.com/pub?key=tkdAnkbHJxPAlRX6P1mAh8w,,,,,"['linear', 'log']"
how_far_to_the_north,How far to the north,measure,"The latitude of the country. A positive value means that the country is to the north of the equator, if it is negative it is to the south.",http://spreadsheets.google.com/pub?key=rAIffGKCmiCdzTl1C0AR2nw,,,,,"['linear', 'log']"
income_per_person_with_projections,Income per person,measure,"The same as ""Income per person (GDP/capita, inflation-adjusted $)"", with projections from IMF after 2007.",http://spreadsheets.google.com/pub?key=rX3Jfop_ebuY-chuMpCgmRg,with projections,,,,"['linear', 'log']"
life_expectancy_at_birth_with_projections,Life expectancy,measure,The number of years a newborn child would live if current mortality patterns were to stay the same. Medium variant projections until 2050,http://spreadsheets.google.com/pub?key=tiAiXcrneZrUnnJ9dBU-PAw,with projections,,,,"['linear', 'log']"
children_per_woman_total_fertility_with_projections,Babies per woman,measure,Total fertility rate. The number of children that would be born to each woman with prevailing age-specific fertility rates. Data after 2010 is based on the medium estimates from UN population division.,http://spreadsheets.google.com/pub?key=tGdhNYGTGtunwzkKJ9aRhsA,"total fertility, with projections",,,,"['linear', 'log']"
total_population_with_projections,Total population,measure,"Total number of population of both sexes, data after 2010 is based on the medium estimates from UN population division.",http://spreadsheets.google.com/pub?key=tL0jLxFBF9TbXIN_39b1qcQ,with projections,,,,"['linear', 'log']"
female_population_with_projections,Female population,measure,"Total number of female population, data after 2010 is based on the medium estimates from UN population division.",http://spreadsheets.google.com/pub?key=t6nZVbvqsF-BbyheqUxerZQ,with projections,,,,"['linear', 'log']"
male_population_with_projections,Male population,measure,"Total number of male population, data after 2010 is based on the medium estimates from UN population division.",http://spreadsheets.google.com/pub?key=tZMsbTkrY0k4OkkkXEfp6pA,with projections,,,,"['linear', 'log']"
population_growth_annual_percent_with_projections,Population growth,measure,"Annual change of population in percentage, data after 2010 is based on the medium estimates from UN population division.",http://spreadsheets.google.com/pub?key=rZrHzR__kZfmw6L_xUx7cwg,"annual %, with projections",,,,"['linear', 'log']"
year_categorization_1820_2010,Year categorization 1820-2010,measure,"This ""indicator"" simply duplicates the years between 1820 and 2010. Use it to color the bubbles (by selecting this indicator under ""color"" in the top right-hand corner of the graph). This is useful when enabling ""trails"" for several countries. Use this one for long time series. ",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2t4ep52YXjSg,,,,,"['linear', 'log']"
year_categorization_1950,Year categorization 1950-,measure,"This ""indicator"" simply duplicates the years between 1950 and 2008. Use it to color the bubbles (by selecting this indicator under ""color"" in the top right-hand corner of the graph). This is useful when enabling ""trails"" for several countries. ",http://spreadsheets.google.com/pub?key=phAwcNAVuyj02SA7cGjnRbA,,,,,"['linear', 'log']"
traffic_deaths_per_100000_people,Traffic deaths,measure,"Traffic mortality per 100 000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tK87SOy-oZlfW99UDD7L3hw,per 100 000 people,,,,"['linear', 'log']"
burns_deaths_per_100000_people,Burns deaths,measure,"Burns, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGloTm9wekpDcUdMUjhlYWFKaHdnVWc,per 100 000 people,,,,"['linear', 'log']"
drownings_per_100000_people,Drownings,measure,"Drownings, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldF9ZRnhuWWljUXJHRDRpb0cyaHNLSUE,per 100 000 people,,,,"['linear', 'log']"
falls_deaths_per_100000_people,"Falls, deaths",measure,"Falls, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldEJZajRXMWZPTE9nUXFBNUdPcG5yT2c,per 100 000 people,,,,"['linear', 'log']"
poisonings_deaths_per_100000_people,"Poisonings, deaths",measure,"Unintentional poisonings, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGhVLXVsSTB0aDY2eXdLaEt1T0psdXc,per 100 000 people,,,,"['linear', 'log']"
cars_trucks_and_buses_per_1000_persons,"Cars, trucks, buses",measure,"Registered four-wheel motor vehicles per 1,000 population. Cars, buses, and freight vehicles but  not  two-wheelers.",http://spreadsheets.google.com/pub?key=tu0H0unnUriNvMXwH_qOqzw,per 1 000 people,,,,"['linear', 'log']"
traffic_deaths_women_per_100000_people,Traffic deaths women,measure,"Mortality among women due to traffic injury, per 100,000 standard population, age adjusted, This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=t4pYrpNzP-JeR7zSjOyDofQ,per 100 000 people,,,,"['linear', 'log']"
traffic_deaths_men_per_100000_people,Traffic deaths men,measure,"Mortality among men due to traffic injury, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tUaaG6Pu9zT_BVIsLvGLQdA,per 100 000 people,,,,"['linear', 'log']"
suicide_women_per_100000_people,Suicide women,measure,"Mortality due to self-inflicted injury among women, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tUD6kmYmB_Bp85SRdEn1Krg,per 100 000 people,,,,"['linear', 'log']"
suicide_men_per_100000_people,Suicide men,measure,"Mortality due to self-inflicted injury among men, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tB8ge4cxd8TL7yIV4ALm5NA,per 100 000 people,,,,"['linear', 'log']"
murdered_women_per_100000_people,Murdered women,measure,"Mortality among women due to interpersonal violence, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tyeSLo9Zpmw_e05IR3EoReg,per 100 000 people,,,,"['linear', 'log']"
murdered_men_per_100000_people,Murdered men,measure,"Mortality among men due to interpersonal violence, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tHgVOu-6TYQ6Kig0Ur3Y-kw,per 100 000 people,,,,"['linear', 'log']"
car_deaths_per_100000_people,Car deaths,measure,"Mortality among drivers and passengers of 4-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",http://spreadsheets.google.com/pub?key=tLf-4GD5z0QxqsDoUz4vOlg,per 100 000 people,,,,"['linear', 'log']"
motorcycle_deaths_per_100000_people,Motorcycle deaths,measure,"Mortality among drivers and passengers of 2-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",http://spreadsheets.google.com/pub?key=t7-m0musxnWbugcQ9ECH4KA,per 100 000 people,,,,"['linear', 'log']"
murdered_children_0_14_per_100000_people,Murdered children 0-14,measure,"Mortality among  children aged 0-14 years due to interpersonal violence, per 100,000 standard population, age adjusted",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldC1rcTI5OU50Mnc1djdkNXpnWUFrZmc,per 100 000 people,,,,"['linear', 'log']"
murdered_15_29_per_100000_people,Murdered 15-29,measure,"Mortality among persons aged 15-29 due to interpersonal violence, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldDFGSGhtOWt0cS1JbEIzS29EZzlQRXc,per 100 000 people,,,,"['linear', 'log']"
murdered_30_44_per_100000_people,Murdered 30-44,measure,"Mortality among persons aged 30-44 due to interpersonal violence, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldG51d0o2T0JQWXFTMUlydWFsSTZMeFE,per 100 000 people,,,,"['linear', 'log']"
murdered_45_59_per_100000_people,Murdered 45-59,measure,"Mortality among persons aged 45-59 due to interpersonal violence, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldElCSWl6TkpaZ1JpcXVxa2tmUGhxbFE,per 100 000 people,,,,"['linear', 'log']"
murdered_60plus_per_100000_people,Murdered 60+,measure,"Mortality among persons aged 60+ due to interpersonal violence, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGF1WHhpZFVQTWswclJHdjE3MkZ4c3c,per 100 000 people,,,,"['linear', 'log']"
suicide_age_0_14_per_100000_people,Suicide age 0-14,measure,"Mortality due to self-inflicted injury among children aged 0-14 years, per 100,000 standard population, age adjusted",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGhJdkhTSHNEYTFKQjRrMlBwZXk1TkE,per 100 000 people,,,,"['linear', 'log']"
suicide_age_15_29_per_100000_people,Suicide age 15-29,measure,"Mortality due to self-inflicted injury among persons aged 15-29 years, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldHNWNkNVR2Zwalc2U04zTjE5MDZlUkE,per 100 000 people,,,,"['linear', 'log']"
suicide_age_30_44_per_100000_people,Suicide age 30-44,measure,"Mortality due to self-inflicted injury among persons aged 30-44 years, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldG9MeHpzRkNHQmZ4MmtxSnd2Y0o2UFE,per 100 000 people,,,,"['linear', 'log']"
suicide_age_45_59_per_100000_people,Suicide age 45-59,measure,"Mortality due to self-inflicted injury among persons aged 45-59 years, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGh2OWd2eVJiUnhScW9tOEtNTFkyQUE,per 100 000 people,,,,"['linear', 'log']"
suicide_age_60plus_per_100000_people,Suicide age 60+,measure,"Mortality due to self-inflicted injury among persons aged 60+ years, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEVRNFBZS2wzRmtZOWZEZDVZVG05dHc,per 100 000 people,,,,"['linear', 'log']"
