geo,population_total,time
spm,4883,1959
spm,4919,1960
spm,4951,1961
spm,4981,1962
spm,5011,1963
spm,5049,1964
spm,5095,1965
spm,5152,1966
spm,5218,1967
spm,5291,1968
spm,5372,1969
spm,5457,1970
spm,5548,1971
spm,5644,1972
spm,5736,1973
spm,5817,1974
spm,5883,1975
spm,5929,1976
spm,5957,1977
spm,5973,1978
spm,5985,1979
spm,5999,1980
spm,6015,1981
spm,6033,1982
spm,6054,1983
spm,6079,1984
spm,6107,1985
spm,6141,1986
spm,6179,1987
spm,6218,1988
spm,6253,1989
spm,6279,1990
spm,6296,1991
spm,6304,1992
spm,6307,1993
spm,6305,1994
spm,6301,1995
spm,6296,1996
spm,6290,1997
spm,6284,1998
spm,6277,1999
spm,6271,2000
spm,6266,2001
spm,6262,2002
spm,6260,2003
spm,6259,2004
spm,6259,2005
spm,6261,2006
spm,6264,2007
spm,6269,2008
spm,6272,2009
spm,6274,2010
spm,6274,2011
spm,6275,2012
spm,6275,2013
spm,6279,2014
spm,6288,2015
wsm,47300,1800
wsm,47220,1810
wsm,47140,1820
wsm,47060,1830
wsm,46980,1840
wsm,46080,1850
wsm,43780,1860
wsm,40830,1870
wsm,38070,1880
wsm,35500,1890
wsm,34310,1900
wsm,37850,1910
wsm,36340,1920
wsm,45960,1930
wsm,61300,1940
wsm,82100,1950
wsm,84440,1951
wsm,86820,1952
wsm,89240,1953
wsm,91700,1954
wsm,94210,1955
wsm,96800,1956
wsm,99500,1957
wsm,102400,1958
wsm,105400,1959
wsm,108600,1960
wsm,112100,1961
wsm,115800,1962
wsm,119600,1963
wsm,123400,1964
wsm,127100,1965
wsm,130700,1966
wsm,134200,1967
wsm,137500,1968
wsm,140500,1969
wsm,143200,1970
wsm,145400,1971
wsm,147300,1972
wsm,148900,1973
wsm,150200,1974
wsm,151400,1975
wsm,152400,1976
wsm,153200,1977
wsm,154000,1978
wsm,154800,1979
wsm,155600,1980
wsm,156400,1981
wsm,157400,1982
wsm,158400,1983
wsm,159300,1984
wsm,160000,1985
wsm,160600,1986
wsm,161000,1987
wsm,161400,1988
wsm,162000,1989
wsm,162900,1990
wsm,164100,1991
wsm,165600,1992
wsm,167200,1993
wsm,168800,1994
wsm,170200,1995
wsm,171300,1996
wsm,172200,1997
wsm,173000,1998
wsm,173800,1999
wsm,174600,2000
wsm,175600,2001
wsm,176600,2002
wsm,177700,2003
wsm,178800,2004
wsm,179900,2005
wsm,181100,2006
wsm,182200,2007
wsm,183400,2008
wsm,184700,2009
wsm,186000,2010
wsm,187400,2011
wsm,188900,2012
wsm,190400,2013
wsm,191800,2014
wsm,193200,2015
smr,5492,1800
smr,5492,1810
smr,5588,1820
smr,5865,1830
smr,6259,1840
smr,6679,1850
smr,7126,1860
smr,7603,1870
smr,8109,1880
smr,8649,1890
smr,9228,1900
smr,9843,1910
smr,10500,1920
smr,11210,1930
smr,11960,1940
smr,12780,1950
smr,12920,1951
smr,13090,1952
smr,13290,1953
smr,13520,1954
smr,13770,1955
smr,14040,1956
smr,14340,1957
smr,14670,1958
smr,15020,1959
smr,15390,1960
smr,15790,1961
smr,16200,1962
smr,16620,1963
smr,17030,1964
smr,17440,1965
smr,17840,1966
smr,18230,1967
smr,18590,1968
smr,18900,1969
smr,19140,1970
smr,19300,1971
smr,19400,1972
smr,19470,1973
smr,19560,1974
smr,19730,1975
smr,19980,1976
smr,20300,1977
smr,20660,1978
smr,21030,1979
smr,21360,1980
smr,21670,1981
smr,21940,1982
smr,22200,1983
smr,22460,1984
smr,22710,1985
smr,22960,1986
smr,23210,1987
smr,23460,1988
smr,23740,1989
smr,24040,1990
smr,24380,1991
smr,24760,1992
smr,25140,1993
smr,25520,1994
smr,25880,1995
smr,26200,1996
smr,26500,1997
smr,26800,1998
smr,27100,1999
smr,27420,2000
smr,27770,2001
smr,28140,2002
smr,28520,2003
smr,28890,2004
smr,29240,2005
smr,29570,2006
smr,29870,2007
smr,30160,2008
smr,30430,2009
smr,30690,2010
smr,30940,2011
smr,31170,2012
smr,31390,2013
smr,31600,2014
smr,31780,2015
stp,22730,1800
stp,22730,1810
stp,23190,1820
stp,24520,1830
stp,26420,1840
stp,28470,1850
stp,30710,1860
stp,33120,1870
stp,35720,1880
stp,38510,1890
stp,41540,1900
stp,44800,1910
stp,48310,1920
stp,52050,1930
stp,56090,1940
stp,60000,1950
stp,59200,1951
stp,58520,1952
stp,58160,1953
stp,58240,1954
stp,58780,1955
stp,59740,1956
stp,60990,1957
stp,62320,1958
stp,63480,1959
stp,64260,1960
stp,64550,1961
stp,64430,1962
stp,64180,1963
stp,64210,1964
stp,64800,1965
stp,66060,1966
stp,67870,1967
stp,70040,1968
stp,72240,1969
stp,74250,1970
stp,75990,1971
stp,77540,1972
stp,79030,1973
stp,80670,1974
stp,82610,1975
stp,84890,1976
stp,87440,1977
stp,90100,1978
stp,92650,1979
stp,94950,1980
stp,96950,1981
stp,98690,1982
stp,100300,1983
stp,101900,1984
stp,103600,1985
stp,105400,1986
stp,107300,1987
stp,109300,1988
stp,111400,1989
stp,113600,1990
stp,115900,1991
stp,118300,1992
stp,120800,1993
stp,123300,1994
stp,125700,1995
stp,127900,1996
stp,130100,1997
stp,132300,1998
stp,134600,1999
stp,137200,2000
stp,140000,2001
stp,143100,2002
stp,146400,2003
stp,149700,2004
stp,153100,2005
stp,156600,2006
stp,160100,2007
stp,163600,2008
stp,167200,2009
stp,170900,2010
stp,174600,2011
stp,178500,2012
stp,182400,2013
stp,186300,2014
stp,190300,2015
sau,2091000,1800
sau,2091000,1810
sau,2103000,1820
sau,2138000,1830
sau,2187000,1840
sau,2236000,1850
sau,2284000,1860
sau,2339000,1870
sau,2406000,1880
sau,2480000,1890
sau,2557000,1900
sau,2636000,1910
sau,2737000,1920
sau,2854000,1930
sau,2975000,1940
sau,3121000,1950
sau,3199000,1951
sau,3283000,1952
sau,3373000,1953
sau,3465000,1954
sau,3558000,1955
sau,3654000,1956
sau,3752000,1957
sau,3855000,1958
sau,3966000,1959
sau,4087000,1960
sau,4219000,1961
sau,4363000,1962
sau,4517000,1963
sau,4677000,1964
sau,4844000,1965
sau,5016000,1966
sau,5196000,1967
sau,5390000,1968
sau,5602000,1969
sau,5836000,1970
sau,6096000,1971
sau,6382000,1972
sau,6697000,1973
sau,7045000,1974
sau,7429000,1975
sau,7845000,1976
sau,8295000,1977
sau,8785000,1978
sau,9323000,1979
sau,9913000,1980
sau,10560000,1981
sau,11250000,1982
sau,11960000,1983
sau,12670000,1984
sau,13360000,1985
sau,14020000,1986
sau,14640000,1987
sau,15240000,1988
sau,15810000,1989
sau,16360000,1990
sau,16890000,1991
sau,17400000,1992
sau,17890000,1993
sau,18370000,1994
sau,18850000,1995
sau,19330000,1996
sau,19810000,1997
sau,20300000,1998
sau,20830000,1999
sau,21390000,2000
sau,22010000,2001
sau,22670000,2002
sau,23360000,2003
sau,24060000,2004
sau,24750000,2005
sau,25420000,2006
sau,26080000,2007
sau,26740000,2008
sau,27410000,2009
sau,28090000,2010
sau,28790000,2011
sau,29500000,2012
sau,30200000,2013
sau,30890000,2014
sau,31540000,2015
sen,1010000,1800
sen,1010000,1810
sen,1028000,1820
sen,1081000,1830
sen,1156000,1840
sen,1236000,1850
sen,1326000,1860
sen,1422000,1870
sen,1525000,1880
sen,1636000,1890
sen,1755000,1900
sen,1882000,1910
sen,2016000,1920
sen,2156000,1930
sen,2306000,1940
sen,2477000,1950
sen,2530000,1951
sen,2587000,1952
sen,2648000,1953
sen,2713000,1954
sen,2782000,1955
sen,2855000,1956
sen,2931000,1957
sen,3010000,1958
sen,3092000,1959
sen,3178000,1960
sen,3266000,1961
sen,3356000,1962
sen,3450000,1963
sen,3548000,1964
sen,3649000,1965
sen,3754000,1966
sen,3863000,1967
sen,3976000,1968
sen,4094000,1969
sen,4218000,1970
sen,4348000,1971
sen,4485000,1972
sen,4625000,1973
sen,4765000,1974
sen,4900000,1975
sen,5032000,1976
sen,5160000,1977
sen,5289000,1978
sen,5424000,1979
sen,5569000,1980
sen,5724000,1981
sen,5888000,1982
sen,6063000,1983
sen,6246000,1984
sen,6438000,1985
sen,6638000,1986
sen,6847000,1987
sen,7063000,1988
sen,7285000,1989
sen,7514000,1990
sen,7750000,1991
sen,7991000,1992
sen,8234000,1993
sen,8475000,1994
sen,8711000,1995
sen,8939000,1996
sen,9163000,1997
sen,9387000,1998
sen,9618000,1999
sen,9861000,2000
sen,10120000,2001
sen,10390000,2002
sen,10670000,2003
sen,10970000,2004
sen,11270000,2005
sen,11580000,2006
sen,11900000,2007
sen,12230000,2008
sen,12580000,2009
sen,12960000,2010
sen,13360000,2011
sen,13780000,2012
sen,14220000,2013
sen,14670000,2014
sen,15130000,2015
srb,2147000,1800
srb,2147000,1810
srb,2198000,1820
srb,2348000,1830
srb,2564000,1840
srb,2799000,1850
srb,3055000,1860
srb,3335000,1870
srb,3638000,1880
srb,3969000,1890
srb,4332000,1900
srb,4727000,1910
srb,5159000,1920
srb,5633000,1930
srb,6151000,1940
srb,6732000,1950
srb,6853000,1951
srb,6963000,1952
srb,7063000,1953
srb,7153000,1954
srb,7235000,1955
srb,7309000,1956
srb,7377000,1957
srb,7440000,1958
srb,7499000,1959
srb,7557000,1960
srb,7613000,1961
srb,7670000,1962
srb,7726000,1963
srb,7781000,1964
srb,7835000,1965
srb,7889000,1966
srb,7943000,1967
srb,7998000,1968
srb,8057000,1969
srb,8120000,1970
srb,8188000,1971
srb,8261000,1972
srb,8337000,1973
srb,8416000,1974
srb,8497000,1975
srb,8580000,1976
srb,8663000,1977
srb,8747000,1978
srb,8829000,1979
srb,8908000,1980
srb,8985000,1981
srb,9058000,1982
srb,9128000,1983
srb,9193000,1984
srb,9253000,1985
srb,9306000,1986
srb,9352000,1987
srb,9397000,1988
srb,9450000,1989
srb,9518000,1990
srb,9604000,1991
srb,9703000,1992
srb,9798000,1993
srb,9864000,1994
srb,9884000,1995
srb,9852000,1996
srb,9775000,1997
srb,9670000,1998
srb,9560000,1999
srb,9463000,2000
srb,9385000,2001
srb,9320000,2002
srb,9268000,2003
srb,9225000,2004
srb,9187000,2005
srb,9155000,2006
srb,9130000,2007
srb,9110000,2008
srb,9087000,2009
srb,9059000,2010
srb,9024000,2011
srb,8983000,2012
srb,8938000,2013
srb,8893000,2014
srb,8851000,2015
scg,7116000,1950
scg,7193000,1951
scg,7281000,1952
scg,7372000,1953
scg,7473000,1954
scg,7564000,1955
scg,7645000,1956
scg,7713000,1957
scg,7785000,1958
scg,7858000,1959
scg,7934000,1960
scg,8011000,1961
scg,8090000,1962
scg,8168000,1963
scg,8245000,1964
scg,8323000,1965
scg,8399000,1966
scg,8473000,1967
scg,8544000,1968
scg,8614000,1969
scg,8684000,1970
scg,8759000,1971
scg,8838000,1972
scg,8921000,1973
scg,9004000,1974
scg,9088000,1975
scg,9169000,1976
scg,9245000,1977
scg,9318000,1978
scg,9407000,1979
scg,9479000,1980
scg,9554000,1981
scg,9606000,1982
scg,9651000,1983
scg,9688000,1984
scg,9724000,1985
scg,9770000,1986
scg,9813000,1987
scg,9852000,1988
scg,9894000,1989
scg,10010000,1990
scg,10200000,1991
scg,10410000,1992
scg,10570000,1993
scg,10700000,1994
scg,10850000,1995
scg,10960000,1996
scg,11010000,1997
scg,10970000,1998
scg,10910000,1999
scg,10870000,2000
scg,10850000,2001
scg,10840000,2002
scg,10830000,2003
scg,10830000,2004
scg,10830000,2005
scg,10830000,2006
scg,10840000,2007
scg,10840000,2008
scg_ex_kos,5677000,1950
scg_ex_kos,5735000,1951
scg_ex_kos,5803000,1952
scg_ex_kos,5874000,1953
scg_ex_kos,5954000,1954
scg_ex_kos,6026000,1955
scg_ex_kos,6090000,1956
scg_ex_kos,6142000,1957
scg_ex_kos,6198000,1958
scg_ex_kos,6254000,1959
scg_ex_kos,6314000,1960
scg_ex_kos,6373000,1961
scg_ex_kos,6435000,1962
scg_ex_kos,6495000,1963
scg_ex_kos,6556000,1964
scg_ex_kos,6616000,1965
scg_ex_kos,6677000,1966
scg_ex_kos,6736000,1967
scg_ex_kos,6792000,1968
scg_ex_kos,6847000,1969
scg_ex_kos,6902000,1970
scg_ex_kos,6961000,1971
scg_ex_kos,7022000,1972
scg_ex_kos,7085000,1973
scg_ex_kos,7150000,1974
scg_ex_kos,7215000,1975
scg_ex_kos,7278000,1976
scg_ex_kos,7338000,1977
scg_ex_kos,7395000,1978
scg_ex_kos,7470000,1979
scg_ex_kos,7532000,1980
scg_ex_kos,7593000,1981
scg_ex_kos,7630000,1982
scg_ex_kos,7665000,1983
scg_ex_kos,7698000,1984
scg_ex_kos,7730000,1985
scg_ex_kos,7768000,1986
scg_ex_kos,7802000,1987
scg_ex_kos,7833000,1988
scg_ex_kos,7866000,1989
scg_ex_kos,7787000,1990
scg_ex_kos,7699000,1991
scg_ex_kos,7605000,1992
scg_ex_kos,7614000,1993
scg_ex_kos,7622000,1994
scg_ex_kos,7624000,1995
scg_ex_kos,7616000,1996
scg_ex_kos,7596000,1997
scg_ex_kos,7569000,1998
scg_ex_kos,7541000,1999
scg_ex_kos,7520000,2000
scg_ex_kos,7507000,2001
scg_ex_kos,7495000,2002
scg_ex_kos,7481000,2003
scg_ex_kos,7463000,2004
scg_ex_kos,7441000,2005
scg_ex_kos,7431000,2006
scg_ex_kos,7439000,2007
scg_ex_kos,7445000,2008
syc,12520,1800
syc,12520,1810
syc,12640,1820
syc,12960,1830
syc,13420,1840
syc,13890,1850
syc,14380,1860
syc,14880,1870
syc,15410,1880
syc,16150,1890
syc,18740,1900
syc,22520,1910
syc,24790,1920
syc,26790,1930
syc,31070,1940
syc,36320,1950
syc,36880,1951
syc,37440,1952
syc,37970,1953
syc,38450,1954
syc,38900,1955
syc,39330,1956
syc,39770,1957
syc,40250,1958
syc,40830,1959
syc,41540,1960
syc,42400,1961
syc,43410,1962
syc,44520,1963
syc,45650,1964
syc,46770,1965
syc,47850,1966
syc,48910,1967
syc,49980,1968
syc,51120,1969
syc,52360,1970
syc,53710,1971
syc,55130,1972
syc,56600,1973
syc,58100,1974
syc,59590,1975
syc,61060,1976
syc,62500,1977
syc,63880,1978
syc,65150,1979
syc,66290,1980
syc,67300,1981
syc,68180,1982
syc,68910,1983
syc,69460,1984
syc,69840,1985
syc,70010,1986
syc,70010,1987
syc,69990,1988
syc,70150,1989
syc,70630,1990
syc,71500,1991
syc,72710,1992
syc,74110,1993
syc,75490,1994
syc,76700,1995
syc,77680,1996
syc,78470,1997
syc,79210,1998
syc,80070,1999
syc,81150,2000
syc,82520,2001
syc,84100,2002
syc,85760,2003
syc,87360,2004
syc,88750,2005
syc,89900,2006
syc,90840,2007
syc,91630,2008
syc,92360,2009
syc,93080,2010
syc,93810,2011
syc,94520,2012
syc,95220,2013
syc,95870,2014
syc,96470,2015
sle,794300,1800
sle,794300,1810
sle,808500,1820
sle,849900,1830
sle,908700,1840
sle,971600,1850
sle,1042000,1860
sle,1119000,1870
sle,1200000,1880
sle,1287000,1890
sle,1381000,1900
sle,1481000,1910
sle,1587000,1920
sle,1697000,1930
sle,1814000,1940
sle,1944000,1950
sle,1963000,1951
sle,1983000,1952
sle,2005000,1953
sle,2028000,1954
sle,2052000,1955
sle,2076000,1956
sle,2102000,1957
sle,2127000,1958
sle,2154000,1959
sle,2182000,1960
sle,2210000,1961
sle,2240000,1962
sle,2270000,1963
sle,2301000,1964
sle,2333000,1965
sle,2366000,1966
sle,2400000,1967
sle,2435000,1968
sle,2473000,1969
sle,2514000,1970
sle,2558000,1971
sle,2606000,1972
sle,2656000,1973
sle,2710000,1974
sle,2766000,1975
sle,2825000,1976
sle,2887000,1977
sle,2951000,1978
sle,3018000,1979
sle,3086000,1980
sle,3155000,1981
sle,3224000,1982
sle,3297000,1983
sle,3376000,1984
sle,3466000,1985
sle,3569000,1986
sle,3682000,1987
sle,3791000,1988
sle,3878000,1989
sle,3931000,1990
sle,3946000,1991
sle,3929000,1992
sle,3894000,1993
sle,3859000,1994
sle,3838000,1995
sle,3833000,1996
sle,3843000,1997
sle,3878000,1998
sle,3949000,1999
sle,4061000,2000
sle,4220000,2001
sle,4422000,2002
sle,4648000,2003
sle,4870000,2004
sle,5071000,2005
sle,5243000,2006
sle,5391000,2007
sle,5522000,2008
sle,5647000,2009
sle,5776000,2010
sle,5909000,2011
sle,6043000,2012
sle,6179000,2013
sle,6316000,2014
sle,6453000,2015
sgp,30000,1800
sgp,30000,1810
sgp,31760,1820
sgp,37230,1830
sgp,45840,1840
sgp,56360,1850
sgp,69090,1860
sgp,87520,1870
sgp,116100,1880
sgp,157700,1890
sgp,215900,1900
sgp,294100,1910
sgp,396000,1920
sgp,577500,1930
sgp,748700,1940
sgp,1022000,1950
sgp,1068000,1951
sgp,1120000,1952
sgp,1178000,1953
sgp,1240000,1954
sgp,1306000,1955
sgp,1373000,1956
sgp,1441000,1957
sgp,1508000,1958
sgp,1573000,1959
sgp,1634000,1960
sgp,1690000,1961
sgp,1742000,1962
sgp,1791000,1963
sgp,1836000,1964
sgp,1880000,1965
sgp,1921000,1966
sgp,1961000,1967
sgp,1999000,1968
sgp,2036000,1969
sgp,2074000,1970
sgp,2113000,1971
sgp,2153000,1972
sgp,2192000,1973
sgp,2229000,1974
sgp,2262000,1975
sgp,2292000,1976
sgp,2318000,1977
sgp,2344000,1978
sgp,2375000,1979
sgp,2415000,1980
sgp,2463000,1981
sgp,2520000,1982
sgp,2583000,1983
sgp,2647000,1984
sgp,2709000,1985
sgp,2767000,1986
sgp,2823000,1987
sgp,2880000,1988
sgp,2944000,1989
sgp,3016000,1990
sgp,3100000,1991
sgp,3193000,1992
sgp,3291000,1993
sgp,3389000,1994
sgp,3483000,1995
sgp,3570000,1996
sgp,3653000,1997
sgp,3736000,1998
sgp,3823000,1999
sgp,3918000,2000
sgp,4023000,2001
sgp,4136000,2002
sgp,4255000,2003
sgp,4375000,2004
sgp,4496000,2005
sgp,4615000,2006
sgp,4733000,2007
sgp,4850000,2008
sgp,4965000,2009
sgp,5079000,2010
sgp,5191000,2011
sgp,5300000,2012
sgp,5405000,2013
sgp,5507000,2014
sgp,5604000,2015
svk,2141000,1800
svk,2141000,1810
svk,2161000,1820
svk,2221000,1830
svk,2303000,1840
svk,2388000,1850
svk,2475000,1860
svk,2565000,1870
svk,2659000,1880
svk,2755000,1890
svk,2855000,1900
svk,2959000,1910
svk,3067000,1920
svk,3181000,1930
svk,3299000,1940
svk,3437000,1950
svk,3510000,1951
svk,3586000,1952
svk,3663000,1953
svk,3739000,1954
svk,3813000,1955
svk,3884000,1956
svk,3952000,1957
svk,4017000,1958
svk,4079000,1959
svk,4137000,1960
svk,4193000,1961
svk,4246000,1962
svk,4295000,1963
svk,4339000,1964
svk,4379000,1965
svk,4413000,1966
svk,4443000,1967
svk,4471000,1968
svk,4500000,1969
svk,4532000,1970
svk,4568000,1971
svk,4608000,1972
svk,4651000,1973
svk,4697000,1974
svk,4744000,1975
svk,4794000,1976
svk,4844000,1977
svk,4895000,1978
svk,4944000,1979
svk,4989000,1980
svk,5029000,1981
svk,5066000,1982
svk,5099000,1983
svk,5129000,1984
svk,5158000,1985
svk,5185000,1986
svk,5210000,1987
svk,5234000,1988
svk,5256000,1989
svk,5278000,1990
svk,5298000,1991
svk,5317000,1992
svk,5335000,1993
svk,5351000,1994
svk,5363000,1995
svk,5372000,1996
svk,5378000,1997
svk,5383000,1998
svk,5385000,1999
svk,5386000,2000
svk,5386000,2001
svk,5385000,2002
svk,5385000,2003
svk,5384000,2004
svk,5385000,2005
svk,5388000,2006
svk,5392000,2007
svk,5397000,2008
svk,5402000,2009
svk,5407000,2010
svk,5411000,2011
svk,5415000,2012
svk,5419000,2013
svk,5423000,2014
svk,5426000,2015
svn,469700,1800
svn,469700,1810
svn,480800,1820
svn,513600,1830
svn,560800,1840
svn,612300,1850
svn,668600,1860
svn,730100,1870
svn,796800,1880
svn,869600,1890
svn,949500,1900
svn,1037000,1910
svn,1132000,1920
svn,1236000,1930
svn,1349000,1940
svn,1473000,1950
svn,1482000,1951
svn,1492000,1952
svn,1503000,1953
svn,1515000,1954
svn,1527000,1955
svn,1540000,1956
svn,1552000,1957
svn,1564000,1958
svn,1576000,1959
svn,1587000,1960
svn,1597000,1961
svn,1606000,1962
svn,1614000,1963
svn,1622000,1964
svn,1629000,1965
svn,1637000,1966
svn,1644000,1967
svn,1651000,1968
svn,1660000,1969
svn,1670000,1970
svn,1681000,1971
svn,1695000,1972
svn,1710000,1973
svn,1726000,1974
svn,1743000,1975
svn,1760000,1976
svn,1777000,1977
svn,1796000,1978
svn,1815000,1979
svn,1836000,1980
svn,1858000,1981
svn,1881000,1982
svn,1904000,1983
svn,1925000,1984
svn,1945000,1985
svn,1963000,1986
svn,1979000,1987
svn,1991000,1988
svn,2001000,1989
svn,2007000,1990
svn,2008000,1991
svn,2006000,1992
svn,2001000,1993
svn,1996000,1994
svn,1991000,1995
svn,1989000,1996
svn,1988000,1997
svn,1988000,1998
svn,1989000,1999
svn,1989000,2000
svn,1988000,2001
svn,1988000,2002
svn,1988000,2003
svn,1991000,2004
svn,1997000,2005
svn,2006000,2006
svn,2017000,2007
svn,2031000,2008
svn,2043000,2009
svn,2052000,2010
svn,2059000,2011
svn,2063000,2012
svn,2065000,2013
svn,2066000,2014
svn,2068000,2015
slb,57000,1800
slb,57000,1810
slb,57680,1820
slb,59650,1830
slb,62400,1840
slb,65270,1850
slb,66650,1860
slb,68010,1870
slb,69350,1880
slb,70660,1890
slb,71960,1900
slb,73220,1910
slb,75170,1920
slb,78640,1930
slb,83860,1940
slb,89790,1950
slb,91810,1951
slb,94080,1952
slb,96560,1953
slb,99220,1954
slb,102000,1955
slb,105000,1956
slb,108000,1957
slb,111200,1958
slb,114500,1959
slb,117900,1960
slb,121400,1961
slb,125100,1962
slb,128900,1963
slb,132800,1964
slb,136800,1965
slb,141000,1966
slb,145400,1967
slb,149900,1968
slb,154900,1969
slb,160300,1970
slb,166200,1971
slb,172600,1972
slb,179400,1973
slb,186300,1974
slb,193400,1975
slb,200600,1976
slb,207900,1977
slb,215400,1978
slb,222900,1979
slb,230600,1980
slb,238500,1981
slb,246500,1982
slb,254600,1983
slb,262700,1984
slb,270800,1985
slb,278800,1986
slb,286900,1987
slb,295000,1988
slb,303300,1989
slb,311800,1990
slb,320800,1991
slb,330000,1992
slb,339500,1993
slb,349200,1994
slb,359200,1995
slb,369400,1996
slb,379900,1997
slb,390500,1998
slb,401300,1999
slb,412300,2000
slb,423500,2001
slb,434900,2002
slb,446400,2003
slb,457800,2004
slb,469300,2005
slb,480700,2006
slb,492100,2007
slb,503400,2008
slb,514800,2009
slb,526200,2010
slb,537600,2011
slb,549200,2012
slb,560700,2013
slb,572200,2014
slb,583600,2015
som,991500,1800
som,995700,1810
som,1016000,1820
som,1066000,1830
som,1135000,1840
som,1208000,1850
som,1286000,1860
som,1368000,1870
som,1455000,1880
som,1548000,1890
som,1647000,1900
som,1753000,1910
som,1865000,1920
som,1986000,1930
som,2115000,1940
som,2264000,1950
som,2308000,1951
som,2352000,1952
som,2397000,1953
som,2444000,1954
som,2492000,1955
som,2541000,1956
som,2592000,1957
som,2645000,1958
som,2700000,1959
som,2756000,1960
som,2815000,1961
som,2875000,1962
som,2937000,1963
som,3002000,1964
som,3070000,1965
som,3144000,1966
som,3227000,1967
som,3311000,1968
som,3385000,1969
som,3445000,1970
som,3478000,1971
som,3490000,1972
som,3527000,1973
som,3645000,1974
som,3881000,1975
som,4260000,1976
som,4754000,1977
som,5289000,1978
som,5759000,1979
som,6090000,1980
som,6252000,1981
som,6272000,1982
som,6200000,1983
som,6113000,1984
som,6068000,1985
som,6083000,1986
som,6139000,1987
som,6217000,1988
som,6285000,1989
som,6322000,1990
som,6320000,1991
som,6294000,1992
som,6269000,1993
som,6279000,1994
som,6346000,1995
som,6481000,1996
som,6673000,1997
som,6904000,1998
som,7148000,1999
som,7385000,2000
som,7610000,2001
som,7827000,2002
som,8039000,2003
som,8251000,2004
som,8467000,2005
som,8687000,2006
som,8909000,2007
som,9133000,2008
som,9357000,2009
som,9582000,2010
som,9807000,2011
som,10030000,2012
som,10270000,2013
som,10520000,2014
som,10790000,2015
zaf,1441000,1800
zaf,1495000,1810
zaf,1577000,1820
zaf,1715000,1830
zaf,1894000,1840
zaf,2092000,1850
zaf,2310000,1860
zaf,2630000,1870
zaf,3142000,1880
zaf,3846000,1890
zaf,4721000,1900
zaf,5786000,1910
zaf,7155000,1920
zaf,8881000,1930
zaf,11020000,1940
zaf,13680000,1950
zaf,13990000,1951
zaf,14320000,1952
zaf,14670000,1953
zaf,15020000,1954
zaf,15380000,1955
zaf,15760000,1956
zaf,16150000,1957
zaf,16550000,1958
zaf,16960000,1959
zaf,17400000,1960
zaf,17850000,1961
zaf,18320000,1962
zaf,18810000,1963
zaf,19310000,1964
zaf,19810000,1965
zaf,20330000,1966
zaf,20840000,1967
zaf,21370000,1968
zaf,21930000,1969
zaf,22500000,1970
zaf,23110000,1971
zaf,23740000,1972
zaf,24380000,1973
zaf,25040000,1974
zaf,25700000,1975
zaf,26350000,1976
zaf,27010000,1977
zaf,27670000,1978
zaf,28360000,1979
zaf,29080000,1980
zaf,29830000,1981
zaf,30610000,1982
zaf,31410000,1983
zaf,32200000,1984
zaf,32980000,1985
zaf,33730000,1986
zaf,34460000,1987
zaf,35200000,1988
zaf,35970000,1989
zaf,36790000,1990
zaf,37690000,1991
zaf,38650000,1992
zaf,39620000,1993
zaf,40560000,1994
zaf,41430000,1995
zaf,42210000,1996
zaf,42920000,1997
zaf,43580000,1998
zaf,44230000,1999
zaf,44900000,2000
zaf,45580000,2001
zaf,46270000,2002
zaf,46970000,2003
zaf,47670000,2004
zaf,48350000,2005
zaf,49030000,2006
zaf,49690000,2007
zaf,50350000,2008
zaf,50990000,2009
zaf,51620000,2010
zaf,52240000,2011
zaf,52840000,2012
zaf,53420000,2013
zaf,53970000,2014
zaf,54490000,2015
esp,11550000,1800
esp,11870000,1810
esp,12330000,1820
esp,13050000,1830
esp,13950000,1840
esp,14850000,1850
esp,15610000,1860
esp,16230000,1870
esp,16920000,1880
esp,17780000,1890
esp,18650000,1900
esp,19910000,1910
esp,21310000,1920
esp,23510000,1930
esp,25830000,1940
esp,28070000,1950
esp,28240000,1951
esp,28430000,1952
esp,28640000,1953
esp,28870000,1954
esp,29100000,1955
esp,29340000,1956
esp,29600000,1957
esp,29860000,1958
esp,30150000,1959
esp,30450000,1960
esp,30780000,1961
esp,31120000,1962
esp,31480000,1963
esp,31840000,1964
esp,32190000,1965
esp,32540000,1966
esp,32870000,1967
esp,33210000,1968
esp,33560000,1969
esp,33920000,1970
esp,34310000,1971
esp,34700000,1972
esp,35100000,1973
esp,35510000,1974
esp,35910000,1975
esp,36300000,1976
esp,36690000,1977
esp,37060000,1978
esp,37400000,1979
esp,37700000,1980
esp,37980000,1981
esp,38210000,1982
esp,38420000,1983
esp,38590000,1984
esp,38730000,1985
esp,38850000,1986
esp,38950000,1987
esp,39030000,1988
esp,39110000,1989
esp,39190000,1990
esp,39290000,1991
esp,39400000,1992
esp,39520000,1993
esp,39640000,1994
esp,39760000,1995
esp,39880000,1996
esp,40000000,1997
esp,40150000,1998
esp,40390000,1999
esp,40750000,2000
esp,41230000,2001
esp,41820000,2002
esp,42480000,2003
esp,43170000,2004
esp,43850000,2005
esp,44540000,2006
esp,45210000,2007
esp,45820000,2008
esp,46300000,2009
esp,46600000,2010
esp,46710000,2011
esp,46640000,2012
esp,46460000,2013
esp,46260000,2014
esp,46120000,2015
lka,1213000,1800
lka,1213000,1810
lka,1282000,1820
lka,1494000,1830
lka,1827000,1840
lka,2177000,1850
lka,2494000,1860
