old_version_of_income_per_person_version_8,geo,time
3835.0,srb,1950
3934.0,srb,1951
3581.0,srb,1952
4062.0,srb,1953
4233.0,srb,1954
4444.0,srb,1955
4307.0,srb,1956
4981.0,srb,1957
5143.0,srb,1958
5721.0,srb,1959
6026.0,srb,1960
6235.0,srb,1961
6290.0,srb,1962
6877.0,srb,1963
7466.0,srb,1964
7593.0,srb,1965
7925.0,srb,1966
7992.0,srb,1967
8092.0,srb,1968
8926.0,srb,1969
9284.0,srb,1970
10260.0,srb,1971
10520.0,srb,1972
10780.0,srb,1973
12070.0,srb,1974
11960.0,srb,1975
12210.0,srb,1976
12980.0,srb,1977
13580.0,srb,1978
14390.0,srb,1979
14990.0,srb,1980
15170.0,srb,1981
15180.0,srb,1982
15230.0,srb,1983
15530.0,srb,1984
15570.0,srb,1985
16130.0,srb,1986
15870.0,srb,1987
15580.0,srb,1988
15310.0,srb,1989
14140.0,srb,1990
12990.0,srb,1991
9325.0,srb,1992
6479.0,srb,1993
6639.0,srb,1994
7012.0,srb,1995
7344.0,srb,1996
7914.0,srb,1997
8133.0,srb,1998
6302.0,srb,1999
6607.0,srb,2000
6940.0,srb,2001
7236.0,srb,2002
7436.0,srb,2003
8082.0,srb,2004
8609.0,srb,2005
9094.0,srb,2006
9761.0,srb,2007
10300.0,srb,2008
10010.0,srb,2009
629.4,syc,1800
629.4,syc,1820
972.4,syc,1913
4584.0,syc,1950
4839.0,syc,1951
4913.0,syc,1952
4996.0,syc,1953
5211.0,syc,1954
5188.0,syc,1955
5136.0,syc,1956
5240.0,syc,1957
5273.0,syc,1958
5403.0,syc,1959
5673.0,syc,1960
5216.0,syc,1961
5527.0,syc,1962
5893.0,syc,1963
5965.0,syc,1964
5836.0,syc,1965
5836.0,syc,1966
5708.0,syc,1967
6045.0,syc,1968
5886.0,syc,1969
6161.0,syc,1970
6975.0,syc,1971
7222.0,syc,1972
7728.0,syc,1973
7679.0,syc,1974
7793.0,syc,1975
8406.0,syc,1976
8847.0,syc,1977
9313.0,syc,1978
10690.0,syc,1979
10250.0,syc,1980
9381.0,syc,1981
9094.0,syc,1982
8858.0,syc,1983
9106.0,syc,1984
9867.0,syc,1985
9978.0,syc,1986
10390.0,syc,1987
10750.0,syc,1988
11280.0,syc,1989
11950.0,syc,1990
12140.0,syc,1991
12850.0,syc,1992
13560.0,syc,1993
13130.0,syc,1994
13080.0,syc,1995
14290.0,syc,1996
15920.0,syc,1997
16740.0,syc,1998
16160.0,syc,1999
15230.0,syc,2000
14830.0,syc,2001
14930.0,syc,2002
14000.0,syc,2003
13520.0,syc,2004
14200.0,syc,2005
15060.0,syc,2006
16710.0,syc,2007
16530.0,syc,2008
15250.0,syc,2009
508.4,sle,1800
508.4,sle,1820
785.5,sle,1913
828.9,sle,1950
864.6,sle,1951
879.8,sle,1952
901.5,sle,1953
939.5,sle,1954
959.3,sle,1955
982.0,sle,1956
1004.0,sle,1957
1019.0,sle,1958
1062.0,sle,1959
1081.0,sle,1960
1084.0,sle,1961
1117.0,sle,1962
1119.0,sle,1963
1115.0,sle,1964
1177.0,sle,1965
1233.0,sle,1966
1206.0,sle,1967
1304.0,sle,1968
1400.0,sle,1969
1426.0,sle,1970
1391.0,sle,1971
1354.0,sle,1972
1373.0,sle,1973
1406.0,sle,1974
1422.0,sle,1975
1354.0,sle,1976
1348.0,sle,1977
1327.0,sle,1978
1376.0,sle,1979
1413.0,sle,1980
1470.0,sle,1981
1465.0,sle,1982
1414.0,sle,1983
1403.0,sle,1984
1334.0,sle,1985
1258.0,sle,1986
1294.0,sle,1987
1298.0,sle,1988
1296.0,sle,1989
1297.0,sle,1990
1162.0,sle,1991
1069.0,sle,1992
1082.0,sle,1993
1094.0,sle,1994
969.0,sle,1995
719.4,sle,1996
574.6,sle,1997
558.4,sle,1998
510.4,sle,1999
517.7,sle,2000
578.7,sle,2001
699.5,sle,2002
723.6,sle,2003
753.6,sle,2004
790.0,sle,2005
826.0,sle,2006
857.0,sle,2007
881.5,sle,2008
893.6,sle,2009
861.8,sgp,1800
861.8,sgp,1820
955.9,sgp,1870
2181.0,sgp,1900
2402.0,sgp,1901
2271.0,sgp,1902
1954.0,sgp,1903
1888.0,sgp,1904
2090.0,sgp,1905
2349.0,sgp,1906
2142.0,sgp,1907
2460.0,sgp,1908
2488.0,sgp,1909
2702.0,sgp,1910
2421.0,sgp,1911
2071.0,sgp,1912
1792.0,sgp,1913
2142.0,sgp,1914
2184.0,sgp,1915
1806.0,sgp,1916
2502.0,sgp,1917
1956.0,sgp,1918
2219.0,sgp,1919
1911.0,sgp,1920
2159.0,sgp,1921
2852.0,sgp,1922
2920.0,sgp,1923
2857.0,sgp,1924
3219.0,sgp,1925
2657.0,sgp,1926
1965.0,sgp,1927
2335.0,sgp,1928
3287.0,sgp,1929
3016.0,sgp,1930
2222.0,sgp,1931
1934.0,sgp,1932
2735.0,sgp,1933
3227.0,sgp,1934
3635.0,sgp,1935
3612.0,sgp,1936
3923.0,sgp,1937
3326.0,sgp,1938
3869.0,sgp,1939
3533.0,sgp,1950
3331.0,sgp,1951
2315.0,sgp,1952
2763.0,sgp,1953
3166.0,sgp,1954
2913.0,sgp,1955
3204.0,sgp,1956
2843.0,sgp,1957
2849.0,sgp,1958
3203.0,sgp,1959
3426.0,sgp,1960
3783.0,sgp,1961
3675.0,sgp,1962
3908.0,sgp,1963
3827.0,sgp,1964
4181.0,sgp,1965
4527.0,sgp,1966
4977.0,sgp,1967
5567.0,sgp,1968
6236.0,sgp,1969
6994.0,sgp,1970
7705.0,sgp,1971
8598.0,sgp,1972
9392.0,sgp,1973
9803.0,sgp,1974
9966.0,sgp,1975
10540.0,sgp,1976
11210.0,sgp,1977
12030.0,sgp,1978
13000.0,sgp,1979
14100.0,sgp,1980
14780.0,sgp,1981
15170.0,sgp,1982
16270.0,sgp,1983
17310.0,sgp,1984
17040.0,sgp,1985
17420.0,sgp,1986
18860.0,sgp,1987
20540.0,sgp,1988
21990.0,sgp,1989
23140.0,sgp,1990
23980.0,sgp,1991
24770.0,sgp,1992
27040.0,sgp,1993
29300.0,sgp,1994
30790.0,sgp,1995
31930.0,sgp,1996
33520.0,sgp,1997
31920.0,sgp,1998
33980.0,sgp,1999
36830.0,sgp,2000
34910.0,sgp,2001
36020.0,sgp,2002
37020.0,sgp,2003
39800.0,sgp,2004
41480.0,sgp,2005
43690.0,sgp,2006
45350.0,sgp,2007
45200.0,sgp,2008
43530.0,sgp,2009
1198.0,svk,1800
1198.0,svk,1820
1522.0,svk,1850
1642.0,svk,1870
2123.0,svk,1890
2439.0,svk,1900
2808.0,svk,1910
2956.0,svk,1913
2727.0,svk,1920
2941.0,svk,1921
2829.0,svk,1922
3034.0,svk,1923
3319.0,svk,1924
3676.0,svk,1925
3633.0,svk,1926
3881.0,svk,1927
4199.0,svk,1928
4291.0,svk,1929
4127.0,svk,1930
3962.0,svk,1931
3780.0,svk,1932
3599.0,svk,1933
3446.0,svk,1934
3399.0,svk,1935
3666.0,svk,1936
4065.0,svk,1937
4356.0,svk,1948
4598.0,svk,1949
4938.0,svk,1950
4970.0,svk,1951
5075.0,svk,1952
4999.0,svk,1953
5151.0,svk,1954
5532.0,svk,1955
5797.0,svk,1956
6093.0,svk,1957
6503.0,svk,1958
6742.0,svk,1959
7206.0,svk,1960
7424.0,svk,1961
7481.0,svk,1962
7292.0,svk,1963
7578.0,svk,1964
7804.0,svk,1965
8097.0,svk,1966
8413.0,svk,1967
8777.0,svk,1968
8963.0,svk,1969
9121.0,svk,1970
9392.0,svk,1971
9674.0,svk,1972
9932.0,svk,1973
10220.0,svk,1974
10440.0,svk,1975
10520.0,svk,1976
10920.0,svk,1977
10980.0,svk,1978
11010.0,svk,1979
11260.0,svk,1980
11160.0,svk,1981
11350.0,svk,1982
11490.0,svk,1983
11740.0,svk,1984
11800.0,svk,1985
12000.0,svk,1986
12040.0,svk,1987
12280.0,svk,1988
12370.0,svk,1989
12010.0,svk,1990
10220.0,svk,1991
9498.0,svk,1992
9637.0,svk,1993
10200.0,svk,1994
10760.0,svk,1995
11480.0,svk,1996
12130.0,svk,1997
12560.0,svk,1998
12600.0,svk,1999
12690.0,svk,2000
13100.0,svk,2001
13640.0,svk,2002
14210.0,svk,2003
14980.0,svk,2004
15880.0,svk,2005
17220.0,svk,2006
19010.0,svk,2007
20140.0,svk,2008
19190.0,svk,2009
1358.0,svn,1800
1386.0,svn,1820
1743.0,svn,1870
2453.0,svn,1890
2625.0,svn,1900
3076.0,svn,1910
3076.0,svn,1913
3001.0,svn,1920
3031.0,svn,1921
3075.0,svn,1922
3190.0,svn,1923
3370.0,svn,1924
3486.0,svn,1925
3677.0,svn,1926
3566.0,svn,1927
3825.0,svn,1928
3970.0,svn,1929
3837.0,svn,1930
3669.0,svn,1931
3282.0,svn,1932
3338.0,svn,1933
3414.0,svn,1934
3317.0,svn,1935
3696.0,svn,1936
3706.0,svn,1937
3947.0,svn,1938
4109.0,svn,1939
3828.0,svn,1947
4506.0,svn,1948
4884.0,svn,1949
4514.0,svn,1950
4631.0,svn,1951
4215.0,svn,1952
4781.0,svn,1953
4982.0,svn,1954
5231.0,svn,1955
5069.0,svn,1956
5862.0,svn,1957
6053.0,svn,1958
6733.0,svn,1959
7092.0,svn,1960
7338.0,svn,1961
7402.0,svn,1962
8094.0,svn,1963
8786.0,svn,1964
8936.0,svn,1965
9327.0,svn,1966
9405.0,svn,1967
9523.0,svn,1968
10510.0,svn,1969
10930.0,svn,1970
12080.0,svn,1971
12380.0,svn,1972
12690.0,svn,1973
14200.0,svn,1974
14070.0,svn,1975
14370.0,svn,1976
15280.0,svn,1977
15980.0,svn,1978
16930.0,svn,1979
17650.0,svn,1980
17850.0,svn,1981
17870.0,svn,1982
17920.0,svn,1983
18270.0,svn,1984
18320.0,svn,1985
18980.0,svn,1986
18680.0,svn,1987
18330.0,svn,1988
18020.0,svn,1989
16650.0,svn,1990
15100.0,svn,1991
14210.0,svn,1992
14560.0,svn,1993
15280.0,svn,1994
15860.0,svn,1995
16390.0,svn,1996
17160.0,svn,1997
17750.0,svn,1998
18660.0,svn,1999
19400.0,svn,2000
19970.0,svn,2001
20660.0,svn,2002
21200.0,svn,2003
22110.0,svn,2004
23000.0,svn,2005
24260.0,svn,2006
25910.0,svn,2007
26780.0,svn,2008
24780.0,svn,2009
387.8,slb,1800
387.8,slb,1820
530.6,slb,1913
1305.0,slb,1967
1325.0,slb,1968
1246.0,slb,1969
1267.0,slb,1970
1252.0,slb,1971
865.0,slb,1972
929.9,slb,1973
1132.0,slb,1974
962.5,slb,1975
1058.0,slb,1976
1170.0,slb,1977
1231.0,slb,1978
1485.0,slb,1979
1348.0,slb,1980
1477.0,slb,1981
1467.0,slb,1982
1613.0,slb,1983
1579.0,slb,1984
1542.0,slb,1985
1792.0,slb,1986
1784.0,slb,1987
1797.0,slb,1988
1890.0,slb,1989
1870.0,slb,1990
1927.0,slb,1991
2110.0,slb,1992
2132.0,slb,1993
2262.0,slb,1994
2379.0,slb,1995
2350.0,slb,1996
2252.0,slb,1997
2230.0,slb,1998
2159.0,slb,1999
1802.0,slb,2000
1597.0,slb,2001
1530.0,slb,2002
1588.0,slb,2003
1672.0,slb,2004
1712.0,slb,2005
1780.0,slb,2006
1917.0,slb,2007
2001.0,slb,2008
1904.0,slb,2009
498.8,som,1800
498.8,som,1820
770.7,som,1913
1079.0,som,1950
1121.0,som,1951
1136.0,som,1952
1157.0,som,1953
1201.0,som,1954
1216.0,som,1955
1237.0,som,1956
1258.0,som,1957
1267.0,som,1958
1314.0,som,1959
1304.0,som,1960
1339.0,som,1961
1369.0,som,1962
1393.0,som,1963
1216.0,som,1964
1111.0,som,1965
1242.0,som,1966
1285.0,som,1967
1278.0,som,1968
1094.0,som,1969
1163.0,som,1970
1166.0,som,1971
1255.0,som,1972
1201.0,som,1973
933.8,som,1974
1227.0,som,1975
1192.0,som,1976
1451.0,som,1977
1419.0,som,1978
1206.0,som,1979
1059.0,som,1980
1137.0,som,1981
1177.0,som,1982
1038.0,som,1983
1038.0,som,1984
1080.0,som,1985
1076.0,som,1986
1093.0,som,1987
1089.0,som,1988
1112.0,som,1989
1106.0,som,1990
1030.0,som,1991
927.0,som,1992
933.1,som,1993
942.5,som,1994
952.5,som,1995
956.1,som,1996
930.6,som,1997
902.1,som,1998
891.9,som,1999
881.5,som,2000
868.9,som,2001
882.1,som,2002
895.7,som,2003
914.0,som,2004
933.0,som,2005
936.0,som,2006
939.5,som,2007
943.0,som,2008
759.0,zaf,1800
759.0,zaf,1820
1570.0,zaf,1870
2896.0,zaf,1911
2905.0,zaf,1912
2694.0,zaf,1913
2543.0,zaf,1914
2345.0,zaf,1915
2338.0,zaf,1916
2239.0,zaf,1917
2264.0,zaf,1918
2548.0,zaf,1919
1939.0,zaf,1920
2173.0,zaf,1921
2287.0,zaf,1922
2500.0,zaf,1923
2627.0,zaf,1924
2677.0,zaf,1925
2751.0,zaf,1926
2790.0,zaf,1927
2867.0,zaf,1928
2847.0,zaf,1929
2784.0,zaf,1930
2600.0,zaf,1931
2528.0,zaf,1932
2874.0,zaf,1933
3035.0,zaf,1934
3544.0,zaf,1935
3838.0,zaf,1936
3817.0,zaf,1937
3883.0,zaf,1938
4083.0,zaf,1939
4134.0,zaf,1940
4286.0,zaf,1941
4223.0,zaf,1942
4140.0,zaf,1943
4179.0,zaf,1944
4349.0,zaf,1945
4538.0,zaf,1946
4530.0,zaf,1947
4760.0,zaf,1948
4766.0,zaf,1949
4575.0,zaf,1950
4690.0,zaf,1951
4725.0,zaf,1952
4828.0,zaf,1953
5066.0,zaf,1954
5199.0,zaf,1955
5370.0,zaf,1956
5487.0,zaf,1957
5510.0,zaf,1958
5631.0,zaf,1959
5546.0,zaf,1960
5582.0,zaf,1961
5769.0,zaf,1962
6045.0,zaf,1963
6380.0,zaf,1964
6625.0,zaf,1965
6774.0,zaf,1966
7114.0,zaf,1967
7257.0,zaf,1968
7441.0,zaf,1969
7669.0,zaf,1970
7818.0,zaf,1971
7766.0,zaf,1972
7943.0,zaf,1973
8249.0,zaf,1974
8206.0,zaf,1975
8211.0,zaf,1976
8029.0,zaf,1977
8100.0,zaf,1978
8227.0,zaf,1979
8577.0,zaf,1980
8826.0,zaf,1981
8568.0,zaf,1982
8188.0,zaf,1983
8390.0,zaf,1984
8068.0,zaf,1985
7859.0,zaf,1986
7826.0,zaf,1987
7966.0,zaf,1988
7976.0,zaf,1989
7787.0,zaf,1990
7545.0,zaf,1991
7225.0,zaf,1992
7160.0,zaf,1993
7237.0,zaf,1994
7304.0,zaf,1995
7454.0,zaf,1996
7479.0,zaf,1997
7340.0,zaf,1998
7334.0,zaf,1999
7454.0,zaf,2000
7521.0,zaf,2001
7711.0,zaf,2002
7864.0,zaf,2003
8155.0,zaf,2004
8477.0,zaf,2005
8857.0,zaf,2006
9253.0,zaf,2007
9429.0,zaf,2008
9141.0,zaf,2009
1278.0,esp,1700
1469.0,esp,1800
1510.0,esp,1820
1616.0,esp,1850
1632.0,esp,1851
1697.0,esp,1852
1702.0,esp,1853
1724.0,esp,1854
1801.0,esp,1855
1743.0,esp,1856
1696.0,esp,1857
1728.0,esp,1858
1798.0,esp,1859
1852.0,esp,1860
1870.0,esp,1861
1877.0,esp,1862
1914.0,esp,1863
1909.0,esp,1864
1844.0,esp,1865
1933.0,esp,1866
1922.0,esp,1867
1722.0,esp,1868
1770.0,esp,1869
1809.0,esp,1870
1945.0,esp,1871
2208.0,esp,1872
2394.0,esp,1873
2186.0,esp,1874
2242.0,esp,1875
2277.0,esp,1876
2500.0,esp,1877
2425.0,esp,1878
2278.0,esp,1879
2467.0,esp,1880
2516.0,esp,1881
2535.0,esp,1882
2578.0,esp,1883
2571.0,esp,1884
2489.0,esp,1885
2422.0,esp,1886
2376.0,esp,1887
2460.0,esp,1888
2443.0,esp,1889
2434.0,esp,1890
2478.0,esp,1891
2652.0,esp,1892
2548.0,esp,1893
2565.0,esp,1894
2531.0,esp,1895
2319.0,esp,1896
2426.0,esp,1897
2601.0,esp,1898
2631.0,esp,1899
2677.0,esp,1900
2849.0,esp,1901
2747.0,esp,1902
2741.0,esp,1903
2713.0,esp,1904
2663.0,esp,1905
2774.0,esp,1906
2842.0,esp,1907
2933.0,esp,1908
2963.0,esp,1909
2840.0,esp,1910
3023.0,esp,1911
2980.0,esp,1912
3080.0,esp,1913
3018.0,esp,1914
3046.0,esp,1915
3167.0,esp,1916
3107.0,esp,1917
3065.0,esp,1918
3063.0,esp,1919
3263.0,esp,1920
3315.0,esp,1921
3422.0,esp,1922
3432.0,esp,1923
3493.0,esp,1924
3672.0,esp,1925
3622.0,esp,1926
3896.0,esp,1927
3872.0,esp,1928
4104.0,esp,1929
3927.0,esp,1930
3790.0,esp,1931
3835.0,esp,1932
3725.0,esp,1933
3830.0,esp,1934
3870.0,esp,1935
2980.0,esp,1936
2709.0,esp,1937
2683.0,esp,1938
2869.0,esp,1939
3118.0,esp,1940
3041.0,esp,1941
3186.0,esp,1942
3278.0,esp,1943
3404.0,esp,1944
3149.0,esp,1945
3265.0,esp,1946
3293.0,esp,1947
3275.0,esp,1948
3229.0,esp,1949
3280.0,esp,1950
3576.0,esp,1951
3834.0,esp,1952
3788.0,esp,1953
4040.0,esp,1954
4164.0,esp,1955
4463.0,esp,1956
4565.0,esp,1957
4720.0,esp,1958
4571.0,esp,1959
4603.0,esp,1960
5149.0,esp,1961
5694.0,esp,1962
6221.0,esp,1963
6766.0,esp,1964
7137.0,esp,1965
7582.0,esp,1966
7994.0,esp,1967
8374.0,esp,1968
9039.0,esp,1969
9470.0,esp,1970
9918.0,esp,1971
10640.0,esp,1972
11480.0,esp,1973
12210.0,esp,1974
12510.0,esp,1975
12890.0,esp,1976
13240.0,esp,1977
13520.0,esp,1978
13590.0,esp,1979
13790.0,esp,1980
13770.0,esp,1981
13930.0,esp,1982
14200.0,esp,1983
14340.0,esp,1984
14570.0,esp,1985
14980.0,esp,1986
15760.0,esp,1987
16550.0,esp,1988
17360.0,esp,1989
18060.0,esp,1990
18470.0,esp,1991
18600.0,esp,1992
18370.0,esp,1993
18780.0,esp,1994
19270.0,esp,1995
19710.0,esp,1996
20450.0,esp,1997
21330.0,esp,1998
22290.0,esp,1999
23410.0,esp,2000
24220.0,esp,2001
24840.0,esp,2002
25560.0,esp,2003
26360.0,esp,2004
27270.0,esp,2005
27900.0,esp,2006
28430.0,esp,2007
28160.0,esp,2008
26810.0,esp,2009
453.6,lka,1800
453.6,lka,1820
465.1,lka,1850
702.3,lka,1870
682.2,lka,1871
647.3,lka,1872
650.3,lka,1873
639.1,lka,1874
643.9,lka,1875
650.6,lka,1876
654.2,lka,1877
592.0,lka,1878
634.8,lka,1879
685.1,lka,1880
731.4,lka,1881
771.5,lka,1882
776.6,lka,1883
746.2,lka,1884
694.8,lka,1885
668.4,lka,1886
779.6,lka,1887
759.9,lka,1888
743.7,lka,1889
862.2,lka,1890
855.2,lka,1891
867.9,lka,1892
868.2,lka,1893
860.6,lka,1894
895.0,lka,1895
897.5,lka,1896
928.0,lka,1897
963.3,lka,1898
1018.0,lka,1899
1064.0,lka,1900
983.1,lka,1901
969.6,lka,1902
1011.0,lka,1903
1002.0,lka,1904
972.5,lka,1905
982.0,lka,1906
1017.0,lka,1907
1007.0,lka,1908
951.0,lka,1909
996.5,lka,1910
957.0,lka,1911
954.1,lka,1912
1018.0,lka,1913
998.0,lka,1914
937.4,lka,1915
967.3,lka,1916
1004.0,lka,1917
913.5,lka,1918
962.2,lka,1919
900.8,lka,1920
873.6,lka,1921
896.2,lka,1922
879.0,lka,1923
930.2,lka,1924
979.1,lka,1925
1045.0,lka,1926
1041.0,lka,1927
1037.0,lka,1928
1102.0,lka,1929
1044.0,lka,1930
992.2,lka,1931
941.2,lka,1932
948.7,lka,1933
1039.0,lka,1934
976.7,lka,1935
969.0,lka,1936
1028.0,lka,1937
1011.0,lka,1938
978.5,lka,1939
1032.0,lka,1940
1053.0,lka,1941
1091.0,lka,1942
1059.0,lka,1943
952.3,lka,1944
920.4,lka,1945
866.4,lka,1946
885.5,lka,1947
956.2,lka,1948
989.1,lka,1949
1033.0,lka,1950
1067.0,lka,1951
1084.0,lka,1952
1072.0,lka,1953
1071.0,lka,1954
1105.0,lka,1955
1084.0,lka,1956
1073.0,lka,1957
1076.0,lka,1958
1063.0,lka,1959
1072.0,lka,1960
1065.0,lka,1961
1074.0,lka,1962
1070.0,lka,1963
1094.0,lka,1964
1102.0,lka,1965
1065.0,lka,1966
1136.0,lka,1967
1192.0,lka,1968
1213.0,lka,1969
1245.0,lka,1970
1211.0,lka,1971
1213.0,lka,1972
1241.0,lka,1973
1262.0,lka,1974
1271.0,lka,1975
1287.0,lka,1976
1349.0,lka,1977
1408.0,lka,1978
1471.0,lka,1979
1525.0,lka,1980
1595.0,lka,1981
1648.0,lka,1982
1709.0,lka,1983
1771.0,lka,1984
1822.0,lka,1985
1886.0,lka,1986
1877.0,lka,1987
1899.0,lka,1988
1922.0,lka,1989
2019.0,lka,1990
2088.0,lka,1991
2154.0,lka,1992
2272.0,lka,1993
2366.0,lka,1994
2465.0,lka,1995
2530.0,lka,1996
2664.0,lka,1997
2762.0,lka,1998
2854.0,lka,1999
2998.0,lka,2000
2926.0,lka,2001
3015.0,lka,2002
3167.0,lka,2003
3310.0,lka,2004
3481.0,lka,2005
3719.0,lka,2006
3941.0,lka,2007
4143.0,lka,2008
4254.0,lka,2009
484.7,sdn,1800
484.7,sdn,1820
749.0,sdn,1913
1552.0,sdn,1950
1582.0,sdn,1951
1616.0,sdn,1952
1647.0,sdn,1953
1680.0,sdn,1954
1714.0,sdn,1955
1845.0,sdn,1956
1770.0,sdn,1957
1794.0,sdn,1958
1952.0,sdn,1959
1935.0,sdn,1960
1883.0,sdn,1961
1960.0,sdn,1962
1852.0,sdn,1963
1785.0,sdn,1964
1861.0,sdn,1965
1790.0,sdn,1966
1688.0,sdn,1967
1744.0,sdn,1968
1803.0,sdn,1969
1679.0,sdn,1970
1745.0,sdn,1971
1660.0,sdn,1972
1474.0,sdn,1973
1574.0,sdn,1974
1720.0,sdn,1975
1974.0,sdn,1976
2203.0,sdn,1977
2094.0,sdn,1978
1808.0,sdn,1979
1761.0,sdn,1980
1740.0,sdn,1981
1896.0,sdn,1982
1812.0,sdn,1983
1661.0,sdn,1984
1496.0,sdn,1985
1509.0,sdn,1986
1508.0,sdn,1987
1494.0,sdn,1988
1574.0,sdn,1989
1405.0,sdn,1990
1459.0,sdn,1991
1492.0,sdn,1992
1495.0,sdn,1993
1484.0,sdn,1994
1488.0,sdn,1995
1524.0,sdn,1996
1632.0,sdn,1997
1681.0,sdn,1998
1758.0,sdn,1999
1874.0,sdn,2000
1933.0,sdn,2001
1993.0,sdn,2002
2078.0,sdn,2003
2126.0,sdn,2004
2249.0,sdn,2005
2439.0,sdn,2006
2619.0,sdn,2007
2728.0,sdn,2008
2779.0,sdn,2009
1004.0,sur,1800
1004.0,sur,1820
1853.0,sur,1913
3201.0,sur,1950
4959.0,sur,1970
5251.0,sur,1971
5504.0,sur,1972
5758.0,sur,1973
5960.0,sur,1974
5414.0,sur,1975
5954.0,sur,1976
6623.0,sur,1977
7029.0,sur,1978
6631.0,sur,1979
6046.0,sur,1980
6418.0,sur,1981
6061.0,sur,1982
5723.0,sur,1983
5518.0,sur,1984
6193.0,sur,1985
6009.0,sur,1986
5508.0,sur,1987
5931.0,sur,1988
6149.0,sur,1989
5863.0,sur,1990
5962.0,sur,1991
5974.0,sur,1992
5624.0,sur,1993
5401.0,sur,1994
5509.0,sur,1995
5521.0,sur,1996
5589.0,sur,1997
5703.0,sur,1998
5510.0,sur,1999
5677.0,sur,2000
5962.0,sur,2001
6071.0,sur,2002
6446.0,sur,2003
6880.0,sur,2004
7234.0,sur,2005
7425.0,sur,2006
7722.0,sur,2007
8092.0,sur,2008
8199.0,sur,2009
414.0,swz,1800
414.0,swz,1820
639.7,swz,1913
1102.0,swz,1950
1139.0,swz,1951
1148.0,swz,1952
1165.0,swz,1953
1203.0,swz,1954
1212.0,swz,1955
1228.0,swz,1956
1245.0,swz,1957
1248.0,swz,1958
1288.0,swz,1959
1429.0,swz,1960
1571.0,swz,1961
1856.0,swz,1962
1914.0,swz,1963
2139.0,swz,1964
2410.0,swz,1965
2449.0,swz,1966
2613.0,swz,1967
2428.0,swz,1968
2465.0,swz,1969
3112.0,swz,1970
3080.0,swz,1971
3365.0,swz,1972
3451.0,swz,1973
3735.0,swz,1974
3764.0,swz,1975
3779.0,swz,1976
3781.0,swz,1977
3764.0,swz,1978
3702.0,swz,1979
3665.0,swz,1980
3793.0,swz,1981
3895.0,swz,1982
3783.0,swz,1983
3726.0,swz,1984
3818.0,swz,1985
3813.0,swz,1986
3985.0,swz,1987
3713.0,swz,1988
3788.0,swz,1989
3723.0,swz,1990
3646.0,swz,1991
3553.0,swz,1992
3561.0,swz,1993
3661.0,swz,1994
3772.0,swz,1995
3821.0,swz,1996
3877.0,swz,1997
3920.0,swz,1998
3990.0,swz,1999
4021.0,swz,2000
4047.0,swz,2001
4128.0,swz,2002
4207.0,swz,2003
4286.0,swz,2004
4384.0,swz,2005
4494.0,swz,2006
4633.0,swz,2007
4726.0,swz,2008
4728.0,swz,2009
812.5,swe,1800
817.5,swe,1801
858.7,swe,1802
846.2,swe,1803
803.4,swe,1804
848.4,swe,1805
858.6,swe,1806
833.6,swe,1807
773.9,swe,1808
776.5,swe,1809
848.0,swe,1810
907.4,swe,1811
854.2,swe,1812
879.7,swe,1813
899.1,swe,1814
918.4,swe,1815
920.2,swe,1816
891.0,swe,1817
887.6,swe,1818
878.7,swe,1819
892.2,swe,1820
911.2,swe,1821
922.3,swe,1822
925.2,swe,1823
941.0,swe,1824
960.4,swe,1825
944.1,swe,1826
925.5,swe,1827
940.3,swe,1828
949.4,swe,1829
937.2,swe,1830
963.7,swe,1831
940.1,swe,1832
976.6,swe,1833
988.7,swe,1834
992.3,swe,1835
1022.0,swe,1836
1009.0,swe,1837
992.3,swe,1838
1013.0,swe,1839
1023.0,swe,1840
1017.0,swe,1841
968.0,swe,1842
1001.0,swe,1843
1051.0,swe,1844
1059.0,swe,1845
1033.0,swe,1846
1063.0,swe,1847
1075.0,swe,1848
1102.0,swe,1849
1132.0,swe,1850
1124.0,swe,1851
1111.0,swe,1852
1126.0,swe,1853
1147.0,swe,1854
1232.0,swe,1855
1247.0,swe,1856
1282.0,swe,1857
1269.0,swe,1858
1314.0,swe,1859
1333.0,swe,1860
1291.0,swe,1861
1274.0,swe,1862
1331.0,swe,1863
1328.0,swe,1864
1361.0,swe,1865
1332.0,swe,1866
1364.0,swe,1867
1239.0,swe,1868
1326.0,swe,1869
1529.0,swe,1870
1576.0,swe,1871
1631.0,swe,1872
1681.0,swe,1873
1735.0,swe,1874
1664.0,swe,1875
1785.0,swe,1876
1744.0,swe,1877
1652.0,swe,1878
1730.0,swe,1879
1716.0,swe,1880
1748.0,swe,1881
1680.0,swe,1882
1831.0,swe,1883
1793.0,swe,1884
1815.0,swe,1885
1827.0,swe,1886
1756.0,swe,1887
1817.0,swe,1888
1833.0,swe,1889
1877.0,swe,1890
1983.0,swe,1891
1954.0,swe,1892
2014.0,swe,1893
2025.0,swe,1894
2123.0,swe,1895
2174.0,swe,1896
2280.0,swe,1897
2380.0,swe,1898
2483.0,swe,1899
2481.0,swe,1900
2513.0,swe,1901
2505.0,swe,1902
2663.0,swe,1903
2699.0,swe,1904
2674.0,swe,1905
2877.0,swe,1906
3104.0,swe,1907
2966.0,swe,1908
3015.0,swe,1909
3097.0,swe,1910
3191.0,swe,1911
3345.0,swe,1912
3486.0,swe,1913
