geo,sex_ratio_all_age_groups,time
zmb,98.83,1955
zmb,98.69,1960
zmb,98.7,1965
zmb,98.74,1970
zmb,98.78,1975
zmb,98.86,1980
zmb,98.89,1985
zmb,98.93,1990
zmb,98.92,1995
zmb,98.87,2000
zmb,99.19,2005
zmb,99.62,2010
zmb,99.95,2015
zmb,100.2,2020
zmb,100.6,2025
zmb,100.9,2030
zmb,101.2,2035
zmb,101.5,2040
zmb,101.6,2045
zmb,101.7,2050
zwe,99.44,1950
zwe,99.45,1955
zwe,99.47,1960
zwe,99.5,1965
zwe,99.43,1970
zwe,99.39,1975
zwe,98.9,1980
zwe,99.04,1985
zwe,98.87,1990
zwe,97.55,1995
zwe,95.82,2000
zwe,94.14,2005
zwe,93.74,2010
zwe,95.72,2015
zwe,97.34,2020
zwe,98.4,2025
zwe,99.29,2030
zwe,100.0,2035
zwe,100.6,2040
zwe,100.9,2045
zwe,100.9,2050
