concept,name,concept_type,tooltip,indicator_url,drill_up,domain
females_aged_15plus_unemployment_rate_percent,"Females aged 15+, unemployment rate (%)",measure,"Percentage of women, age group above 15, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rcHjAQAzF2e1yR1R-hywCEw,,
females_aged_55plus_unemployment_rate_percent,"Females aged 55+, unemployment rate (%)",measure,"Percentage of women, age group above 55, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rz8kJ7CIyckuQAWgHUHe4sA,,
female_long_term_unemployment_rate_percent,Female long term unemployment rate (%),measure,Percentage of female population that has been registered as long-term unemployed during the given year.,http://spreadsheets.google.com/pub?key=rT5EpK40a19zVodp1HV1xGw,,
males_aged_15_24_unemployment_rate_percent,"Males aged 15-24, unemployment rate (%)",measure,"Percentage of men, age group 15-24, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rGS7_GpdXrYyjhKkAFcLHGA,,
males_aged_25_54_unemployment_rate_percent,"Males aged 25-54, unemployment rate (%)",measure,"Percentage of men, age group 25-54, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rjkDFSPV2pw9Pbnz2kpiqPQ,,
males_aged_15plus_unemployment_rate_percent,"Males aged 15+, unemployment rate (%)",measure,"Percentage of men, age group above 15, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=r5_68IYi0bC1bRjGMFYFk8g,,
males_aged_55plus_unemployment_rate_percent,"Males aged 55+, unemployment rate (%)",measure,"Percentage of men, age group above 55, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rSMPg9BmVRsqE8_k1ARUudA,,
male_long_term_unemployment_rate_percent,Male long term unemployment rate (%),measure,Percentage of male population that has been registered as long-term unemployed during the given year.,http://spreadsheets.google.com/pub?key=rezDaYxOOBEFgR4TiPN9qtw,,
under_five_mortality_from_cme_per_1000_born,"Under-five mortality from CME (per 1,000 born)",measure,"Death of children under five years of age per 1,000 live births. By The Inter-Agency Child Mortality Estimation Group (WHO, UNICEF, the United Nations Population Division, the World Bank, and independent experts) Sep 20 2011",http://spreadsheets.google.com/pub?key=p8SIY47PNEw6pJRPAS1tXPQ,,
under_five_mortality_from_ihme_per_1000_born,"Under-five mortality from IHME (per 1,000 born)",measure,"Death of children under five years of age per 1,000 live births. Estimates and projections from the Institute for Health Metrics and Evaluation, 1970-2015.",http://spreadsheets.google.com/pub?key=p8SIY47PNEw4TgTkrmIVIXA,,
old_version_of_income_per_person_version_3,Old version of Income per person (version 3),measure,"The version of Income per person used before 22 december 2008 (version 3). Gross Domestic Product per person by Purchasing Power Parities (in international dollars, fixed 1990 prices). ",http://spreadsheets.google.com/pub?key=phAwcNAVuyj0npaJxInyYDg,,
old_version_of_income_per_person_version_8,Old version of Income per person (version 8),measure,"The version of Income per person used before 12 july 2010 (version 8). Gross Domestic Product per person by Purchasing Power Parities (in international dollars, fixed 2050 prices). ",http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdE5xWmcyYVZJQzJvOFpZUklqX3lkSkE,,
alternative_gdppercapita_ppp_inflation_adjusted_from_pwt,"Alternative GDP/capita (PPP$, inflation-adjusted) from PWT",measure,"Expressed in international $ (PPP) and adjusted for inflation (in 2000 prices). The indicator measures the same thing as ""income per person"", but the source is different: Penn World Tables 6.2.",http://spreadsheets.google.com/pub?key=tSUr_yZVbM6a3AGJEq_Z2Pw,,
subsistence_incomes_per_person,Subsistence incomes per person,measure,"The same as ""Income per person (GDP/capita, inflation-adjusted $)"" (version 9), but expressed in subsistence incomes per person ratehr than international $ per person. One subsistence income is equal to $1.25 per day (i.e. the lower poverty line), or $456.24 per year. Hence, we divided incomes epr person with 456.25.",http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGlGLVd4OGVfcVdScVBSS0JLVHpiMlE,,
alternative_poverty_percent_below_nationally_defined_poverty,Alternative poverty (% below nationally defined poverty line),measure,National poverty rate is the percentage of the population living below the national poverty line. National estimates are based on population-weighted subgroup estimates from household surveys. Poverty lines vary between countries and so rates are not comparable. ,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd1R9UmohEIaA,,
data_quality___income_per_person,Data quality - Income per person,measure,"Rates the quality for each observation of ""Income per person - revised"". The ratings are 0 (data quality not known yet) and 5 (very bad). You can use this ""indicator"" as color together with income per person to highlight the roughest observations.",http://spreadsheets.google.com/pub?key=phAwcNAVuyj0atjJIuxy-KQ,,
data_quality___life_expectancy,Data quality - Life expectancy,measure,"Rates the quality for each observation of ""Life expectancy at birth"": (1) Yearly data; (2) Trend data; (3) Yearly guesstimates; (4) Trend guesstimates. You can use this ""indicator"" together with ""Life expectancy at birth"" to highlight the roughest observations.",http://spreadsheets.google.com/pub?key=p8SIY47PNEw6vGCNzlYJ5eA,,
data_quality___population,Data quality - Population,measure,"Rates the quality for each observation of ""Population, total"". The ratings are 1 (very good); 2 (good); 3 (fair); 4 (bad) and 5 (very bad). You can use this ""indicator"" together with total population to highlight the roughest observations.",http://spreadsheets.google.com/pub?key=phAwcNAVuyj1ONZlWMf9KQA,,
estimate_or_projection_of_under_five_mortality_rate_from_ihme,"Estimate or projection of under-five mortality rate, from IHME",measure,"1=estimate; 2=projection (quality indicator for ""Under-five mortality from IHME"")",http://spreadsheets.google.com/pub?key=p8SIY47PNEw4vx1GOsJM7bA,,
data_quality___children_per_woman,Data quality - Children per woman,measure,"Rates the quality for each observation of ""Children per woman"". The ratings are 1 (very good); 2 (good); 3 (fair); 4 (bad) and 5 (very bad). You can use this ""indicator"" together with ""Children per woman"" to highlight the roughest observations.",http://spreadsheets.google.com/pub?key=thlR4hyNMEnaVyV_uxRzjfQ,,
data_method___maternal_mortality,Data method - Maternal mortality,measure,"Method used to estimate ""Maternal mortality"": 1-Registration; 2-Reg. but ill defined; 3-Sisterhood surveys; 4-Mortality surveys, 5-Sample reg.; 6-Census based estim.; 7-Other data; 8-No data, model used",http://spreadsheets.google.com/pub?key=thDxsgSWvLGW4M1qUBby7OQ,,
economic_growth_over_the_past_10_years,Economic growth over the past 10 years,measure,"Average annual growth in GDP per capita over the past 10 years, i.e. the data for 1980 concerns the average growth 1970-80. The data is based on the PWT 6.2.",http://spreadsheets.google.com/pub?key=tkdAnkbHJxPAlRX6P1mAh8w,,
how_far_to_the_north,How far to the north,measure,"The latitude of the country. A positive value means that the country is to the north of the equator, if it is negative it is to the south.",http://spreadsheets.google.com/pub?key=rAIffGKCmiCdzTl1C0AR2nw,,
income_per_person_with_projections,"Income per person, with projections",measure,"The same as ""Income per person (GDP/capita, inflation-adjusted $)"", with projections from IMF after 2007.",http://spreadsheets.google.com/pub?key=rX3Jfop_ebuY-chuMpCgmRg,,
life_expectancy_at_birth_with_projections,"Life expectancy at birth, with projections",measure,The number of years a newborn child would live if current mortality patterns were to stay the same. Medium variant projections until 2050,http://spreadsheets.google.com/pub?key=tiAiXcrneZrUnnJ9dBU-PAw,,
children_per_woman_total_fertility_with_projections,"Children per woman (total fertility), with projections",measure,Total fertility rate. The number of children that would be born to each woman with prevailing age-specific fertility rates. Data after 2010 is based on the medium estimates from UN population division.,http://spreadsheets.google.com/pub?key=tGdhNYGTGtunwzkKJ9aRhsA,,
total_population_with_projections,"Total population, with projections",measure,"Total number of population of both sexes, data after 2010 is based on the medium estimates from UN population division.",http://spreadsheets.google.com/pub?key=tL0jLxFBF9TbXIN_39b1qcQ,,
female_population_with_projections,"Female population, with projections",measure,"Total number of female population, data after 2010 is based on the medium estimates from UN population division.",http://spreadsheets.google.com/pub?key=t6nZVbvqsF-BbyheqUxerZQ,,
male_population_with_projections,"Male population, with projections",measure,"Total number of male population, data after 2010 is based on the medium estimates from UN population division.",http://spreadsheets.google.com/pub?key=tZMsbTkrY0k4OkkkXEfp6pA,,
population_growth_annual_percent_with_projections,"Population growth (annual %), with projections",measure,"Annual change of population in percentage, data after 2010 is based on the medium estimates from UN population division.",http://spreadsheets.google.com/pub?key=rZrHzR__kZfmw6L_xUx7cwg,,
year_categorization_1820_2010,Year categorization 1820-2010,measure,"This ""indicator"" simply duplicates the years between 1820 and 2010. Use it to color the bubbles (by selecting this indicator under ""color"" in the top right-hand corner of the graph). This is useful when enabling ""trails"" for several countries. Use this one for long time series. ",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2t4ep52YXjSg,,
year_categorization_1950_,Year categorization 1950-,measure,"This ""indicator"" simply duplicates the years between 1950 and 2008. Use it to color the bubbles (by selecting this indicator under ""color"" in the top right-hand corner of the graph). This is useful when enabling ""trails"" for several countries. ",http://spreadsheets.google.com/pub?key=phAwcNAVuyj02SA7cGjnRbA,,
traffic_deaths_per_100000_people,"Traffic deaths (per 100,000 people)",measure,"Traffic mortality per 100 000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tK87SOy-oZlfW99UDD7L3hw,,
burns_deaths_per_100000_people,"Burns deaths (per 100,000 people)",measure,"Burns, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGloTm9wekpDcUdMUjhlYWFKaHdnVWc,,
drownings_per_100000_people,"Drownings (per 100,000 people)",measure,"Drownings, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldF9ZRnhuWWljUXJHRDRpb0cyaHNLSUE,,
falls_deaths_per_100000_people,"Falls, deaths (per 100,000 people)",measure,"Falls, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldEJZajRXMWZPTE9nUXFBNUdPcG5yT2c,,
poisonings_deaths_per_100000_people,"Poisonings, deaths (per 100,000 people)",measure,"Unintentional poisonings, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGhVLXVsSTB0aDY2eXdLaEt1T0psdXc,,
cars_trucks_and_buses_per_1000_persons,"Cars, trucks & buses per 1,000 persons",measure,"Registered four-wheel motor vehicles per 1,000 population. Cars, buses, and freight vehicles but  not  two-wheelers.",http://spreadsheets.google.com/pub?key=tu0H0unnUriNvMXwH_qOqzw,,
traffic_deaths_women_per_100000_people,"Traffic deaths women (per 100,000 people)",measure,"Mortality among women due to traffic injury, per 100,000 standard population, age adjusted, This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=t4pYrpNzP-JeR7zSjOyDofQ,,
traffic_deaths_men_per_100000_people,"Traffic deaths men (per 100,000 people)",measure,"Mortality among men due to traffic injury, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tUaaG6Pu9zT_BVIsLvGLQdA,,
suicide_women_per_100000_people,"Suicide women (per 100,000 people)",measure,"Mortality due to self-inflicted injury among women, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tUD6kmYmB_Bp85SRdEn1Krg,,
suicide_men_per_100000_people,"Suicide men (per 100,000 people)",measure,"Mortality due to self-inflicted injury among men, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tB8ge4cxd8TL7yIV4ALm5NA,,
murdered_women_per_100000_people,"Murdered women (per 100,000 people)",measure,"Mortality among women due to interpersonal violence, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tyeSLo9Zpmw_e05IR3EoReg,,
murdered_men_per_100000_people,"Murdered men (per 100,000 people)",measure,"Mortality among men due to interpersonal violence, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tHgVOu-6TYQ6Kig0Ur3Y-kw,,
car_deaths_per_100000_people,"Car deaths (per 100,000 people)",measure,"Mortality among drivers and passengers of 4-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",http://spreadsheets.google.com/pub?key=tLf-4GD5z0QxqsDoUz4vOlg,,
motorcycle_deaths_per_100000_people,"Motorcycle deaths (per 100,000 people)",measure,"Mortality among drivers and passengers of 2-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",http://spreadsheets.google.com/pub?key=t7-m0musxnWbugcQ9ECH4KA,,
murdered_children_0_14_per_100000_people,"Murdered children 0-14 (per 100,000 people)",measure,"Mortality among  children aged 0-14 years due to interpersonal violence, per 100,000 standard population, age adjusted",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldC1rcTI5OU50Mnc1djdkNXpnWUFrZmc,,
murdered_15_29_per_100000_people,"Murdered 15-29 (per 100,000 people)",measure,"Mortality among persons aged 15-29 due to interpersonal violence, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldDFGSGhtOWt0cS1JbEIzS29EZzlQRXc,,
murdered_30_44_per_100000_people,"Murdered 30-44, (per 100,000 people)",measure,"Mortality among persons aged 30-44 due to interpersonal violence, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldG51d0o2T0JQWXFTMUlydWFsSTZMeFE,,
murdered_45_59_per_100000_people,"Murdered 45-59 (per 100,000 people)",measure,"Mortality among persons aged 45-59 due to interpersonal violence, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldElCSWl6TkpaZ1JpcXVxa2tmUGhxbFE,,
murdered_60plus_per_100000_people,"Murdered 60+ (per 100,000 people)",measure,"Mortality among persons aged 60+ due to interpersonal violence, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGF1WHhpZFVQTWswclJHdjE3MkZ4c3c,,
suicide_age_0_14_per_100000_people,"Suicide age 0-14 (per 100,000 people)",measure,"Mortality due to self-inflicted injury among children aged 0-14 years, per 100,000 standard population, age adjusted",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGhJdkhTSHNEYTFKQjRrMlBwZXk1TkE,,
suicide_age_15_29_per_100000_people,"Suicide age 15-29 (per 100,000 people)",measure,"Mortality due to self-inflicted injury among persons aged 15-29 years, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldHNWNkNVR2Zwalc2U04zTjE5MDZlUkE,,
suicide_age_30_44_per_100000_people,"Suicide age 30-44 (per 100,000 people)",measure,"Mortality due to self-inflicted injury among persons aged 30-44 years, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldG9MeHpzRkNHQmZ4MmtxSnd2Y0o2UFE,,
suicide_age_45_59_per_100000_people,"Suicide age 45-59 (per 100,000 people)",measure,"Mortality due to self-inflicted injury among persons aged 45-59 years, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGh2OWd2eVJiUnhScW9tOEtNTFkyQUE,,
suicide_age_60plus_per_100000_people,"Suicide age 60+ (per 100,000 people)",measure,"Mortality due to self-inflicted injury among persons aged 60+ years, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEVRNFBZS2wzRmtZOWZEZDVZVG05dHc,,
traffic_mortality_children_0_14_per_100000_people,"Traffic mortality children 0-14 (per 100,000 people)",measure,"Mortality among children aged 0-14 years due to traffic injury, per 100,000 standard population, age adjusted",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldHB2MkhmVDcyMG1Oa3Y5eEhRQ0VlUWc,,
traffic_mortality_15_29_per_100000_people,"Traffic mortality 15-29 (per 100,000 people)",measure,"Mortality among persons aged 15-29 years due to traffic injury, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEVPSG5qYzBfS0llQ1RnTl9wWXZodkE,,
traffic_mortality_30_44_per_100000_people,"Traffic mortality 30-44 (per 100,000 people)",measure,"Mortality among persons aged 30-44 years due to traffic injury, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGRqbENsQm5VMWFLdnRXV0w1S0tVSEE,,
traffic_mortality_45_59_per_100000_people,"Traffic mortality 45-59 (per 100,000 people)",measure,"Mortality among persons aged 45-59 years due to traffic injury, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldFJrcW9wdlJITlBDYU9IbnRKdVllVGc,,
traffic_mortality_60plus_per_100000_people,"Traffic mortality 60+ (per 100,000 people)",measure,"Mortality among persons aged 60+ years due to traffic injury, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEw5RXhuckZuU1V2aVAzNDFZaDUxa2c,,
ifpri_underweight_children,IFPRI Underweight children,measure,Percent of children under five who are more than two standard deviations below average weight for age. ,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHFkZlc5WkhVQmVmeU0tR0RsSUdTU0E,,
maternal_mortality_ratio_who,Maternal mortality ratio WHO,measure,"The number of maternal deaths divided by the number of live births in a given year, multiplied by 100,000. Maternal death is defined as the death of a women while pregnant or within the 42 days after termination of that pregnancy, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy. ",https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdE5UaXVKa2hWbUFzcUJJbVdHOE1VcFE,,
battle_deaths_per_100_000,Battle deaths (per 100 000),measure,"Battle deaths, age-adjusted mortality per 100 000 standard population.",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldElMWEl4RFVTemlMbzJqRU50ZDJ3SHc,,
armed_forces_personnel_total,"Armed forces personnel, total",measure,"Armed forces personnel are active duty military personnel, including paramilitary forces if the training, organization, equipment, and control suggest they may be used to support or replace regular military forces.",https://spreadsheets.google.com/pub?key=0Asm_G8nr4TCSdG1nNjk5RzItcUp6N2dSdHUwOENXa0E,,
armed_forces_personnel_percent_of_labor_force,Armed forces personnel (% of labor force),measure,"Armed forces personnel are active duty military personnel, including paramilitary forces if the training, organization, equipment, and control suggest they may be used to support or replace regular military forces. Labor force comprises all people who meet the International Labour Organization's definition of the economically active population.",https://spreadsheets.google.com/pub?key=0Asm_G8nr4TCSdFFoVWRjcUdKZDFydGdGNXkzS2ZRbHc,,
murder_total_deaths,Murder (total deaths),measure,Total number of estimated deaths from interpersonal violence,http://spreadsheets.google.com/pub?key=tIgjxaAg3M6kuHRcQTjEgsQ,,
suicide_total_deaths,Suicide (total deaths),measure,Total number of estimated deaths from self-inflicted injury,http://spreadsheets.google.com/pub?key=tOS388dWYzO1_FANUaiwKuA,,
traffic_total_deaths,Traffic (total deaths),measure,Total number of estimated deaths from road traffic accidents,http://spreadsheets.google.com/pub?key=tW9t1f9EQpvS4U04kWnk-og,,
debt_servicing_costs_percent_of_exports_and_net_income_from_,Debt servicing costs (% of exports and net income from abroad),measure,"The sum of principal and interest paid in foreign currency, goods or services on long-term debt, interest paid on short-term debt and repayments to the International Monetary Fund, as a percentage of net exports and income from abroad.",http://spreadsheets.google.com/pub?key=pyj6tScZqmEd-30XcArAJHA,,
external_debt_total_us_not_inflation_adjusted,"External debt, total (US$, not inflation-adjusted)",measure,"Total external debt is debt owed to nonresidents repayable in foreign currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. Data are in current U. S. dollars. World Bank, Global Development Finance. ",http://spreadsheets.google.com/pub?key=pyj6tScZqmEdQY2PxSsxxJQ,,
present_value_of_debt_percent_of_gni,Present value of debt (% of GNI),measure,"Present value of debt is the sum of short-term external debt plus the discounted sum of total debt service payments due on public, publicly guaranteed, and private nonguaranteed long-term external debt over the life of existing loans. The GNI denominator is a three-year average.",http://spreadsheets.google.com/pub?key=pyj6tScZqmEeUceHo3wTOaQ,,
exports_unit_value_index_2000100,"Exports unit value (index, 2000=100)",measure,"Export values are the current value of exports (f.o.b.) converted to U.S. dollars and expressed as a percentage of the average for the base period (2000). UNCTAD's export value indexes are reported for most economies. For selected economies for which UNCTAD does not publish data, the export value indexes are derived from export volume indexes (line 72) and corresponding unit value indexes of exports (line 74) in the IMF's International Financial Statistics.",http://spreadsheets.google.com/pub?key=pyj6tScZqmEddLKU1fnfSSA,,
imports_unit_value_index_2000100,"Imports unit value (index, 2000=100)",measure,"Import value indexes are the current value of imports (c.i.f.) converted to U.S. dollars and expressed as a percentage of the average for the base period (2000). UNCTAD's import value indexes are reported for most economies. For selected economies for which UNCTAD does not publish data, the import value indexes are derived from import volume indexes (line 73) and corresponding unit value indexes of imports (line 75) in the IMF's International Financial Statistics.",http://spreadsheets.google.com/pub?key=pyj6tScZqmEcL6zpB3Sj1Wg,,
net_barter_terms_of_trade_2000__100,Net barter terms of trade (2000 = 100),measure,Net barter terms of trade is the percentage ratio of the export price index to the corresponding import price index measured relative to the base year 2000. ,http://spreadsheets.google.com/pub?key=pyj6tScZqmEe5SueBIj6eSw,,
dead_kids_per_woman,Dead kids per woman,measure,How many children a woman has on average that dies before their 35th birthday. It is based on the Total fertilirty rate and age-specific mortality.,http://spreadsheets.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdDRQTUhzNmVySlp6djRtLWh4eS1sNHc,,
surviving_kids_per_woman,Surviving kids per woman,measure,How many children a woman has on average that survives until their 35th birthday. It is based on the Total fertilirty rate and age-specific mortality.,http://spreadsheets.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdGdFWmhqOEVXcUZha1hJWXAtWHlDSFE,,
20120905_extreme_poverty_percent_people_below_125_a_day,Extreme poverty (% people below $1.25 a day) version 20120905,measure,WDI 20120905 The percentage of people living on less than $1.25 (2005 purchasing power parity dollars).,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdDhjcXdjbURLMFFVcVFPYThhYmtvZXc,,
alternative_gdp_per_capita_ppp__wb,"Alternative GDP per capita PPP, WB",measure,"GDP per capita PPP, in 2005 i$ from World Bank.",https://docs.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdERlTHZFQ2ZaUkpySHpQMF82UmdlcUE,,
alternative_gdp_per_capita_ppp_pwt 7.1,"Alternative GDP per capita PPP, PWT 7.1",measure,"GDP per capita PPP, in 2005 i$ from PWT 7.1",https://docs.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdEhhbV90QlJ3RFM0TW83dHd6RXBiX3c,,
number_of_child_deaths,Number of child deaths,measure,The number of children dying before age 5,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdGhSY2trbEVpYnNsMENqendaVm5ucnc,,
energy_supply_per_person_toe,Energy supply per person TOE,measure,"Total energy supply per person, tonnes of oil equivalent",https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdFFjMFlMeS02N1NGNjJabl8wamVtdHc,,
energy_from_solid_biofuels_percent,Energy from solid biofuels (%),measure,"Percent of total energy supply that comes from ""solid biofuels"". Solid biofuels includes ""traditional energy sources"" e.g. firewood. ",https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdFdaNHA3R1BzcG9GSlkwMXdnMHpScVE,,
residential_energy_use_percent,Residential energy use (%),measure,"Percent of total emergy consumption that is used as ""residential consumption""","https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdEV1RkJqTEItQnJYVXJlZzVuc3Y3Mmc

",,
life_expectancy_at_birth_data_from_ihme,"Life expectancy at birth, data from IHME",measure,"Life expectancy at birth, the data is taken from Institute for health metrics and evaluation",https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdG9jSHA0WklHU0dqUnBCVUpVOXFzQUE,,
children_per_woman_temporary_update,"Children per woman, temporary update",measure,"Children per woman (TFR), temporary update",https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdFJCTm43NGc0SzdYeHBpZWZGb1V0ckE,,
alternative_gdp_per_capita_ppp_pwt_8_0,"Alternative GDP per capita PPP, PWT 8.0",measure,"GDP per capita PPP, in 2005 i$ from PWT 8.0 (based on rgdpe)",https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdGhmWXFMY0hNcDFiTEt3ZVE4b21wRlE,,
life_expectancy_male,"Life expectancy, male",measure,"Life expectancy at birth, male, with projections",https://docs.google.com/spreadsheet/pub?key=1iHsRp1TARpgh2CbuZGP5fj6jeY3Iz5cBLKTDlukVSHI,,
life_expectancy_female,"Life expectancy, female",measure,"Life expectancy at birth, female, with projections",https://docs.google.com/spreadsheet/pub?key=12VhzicKNQCt8I4gmtBmulpfzDfnGjvFPr38g2wDcEGU,,
gdp_total_yearly_growth,"GDP total, yearly growth",measure,"Based on gapminder's GDP per capita, PPP",https://docs.google.com/spreadsheet/pub?key=1LklNUuBgFLNcGyG63kqjyze7N8_fDlNLAWZG4YKwJXc,,
gdp_per_capita_yearly_growth,"GDP per capita, yearly growth",measure,"Based on gapminder's GDP per capita, PPP",https://docs.google.com/spreadsheet/pub?key=1tAnT0EeP67_DoOJCXb3Wd0hqjVMe0KWHPwUH22-BNmQ,,
yearly_co2_emissions_1000_tonnes,Yearly CO2 emissions (1000 tonnes),measure,Total carbon dioxide emissions from the burning of fossil fuels during the given year (1000 metric tonnes of CO2).,https://docs.google.com/spreadsheet/pub?key=16USvgw1H-rXCK0ZMmDkyMPd1FXQNpjCj6HCMIn-fmFQ,,
child_mortality_0_5_year_olds_more_years_version_7,Child mortality (0-5 year-olds). More years. Version 7.,measure,"Death of children under five years of age per 1,000 live births. More years are included in this indicator.",http://spreadsheets.google.com/pub?key=1qOyLQJxO8zBHvldD1tS1s9dYIHuCe8u72JZQ_LjI9qI,,
number_of_people_in_poverty,Number of people in poverty,measure,Number of the poor population in millions living on less than $1.25 a day at 2005 international prices. Povcal data,https://docs.google.com/spreadsheet/pub?key=1edXplIOkF3Y5OuEWp_aVapd92-OD5aVFAPECZLgP8cA,,
income_per_person_long_series,"Income per person, long series",measure,"Income per person, version 15, including historical data & projections",https://docs.google.com/spreadsheet/pub?key=1SKMoV61HUNwWfYNCZs2M9zgMWqVrs9YrbJxs5HQbJSQ,,
newborn_mortality_rate_per_1000,Newborn mortality rate per 1000,measure,Neonatal mortality rate. Children dying within the first 28 days per 1000 live births.,https://docs.google.com/spreadsheets/d/1S3Kcw96vp5-fZbaM7Lck_06IbJ8DagThGI5KHnzeSps/pub,,
newborn_deaths,Newborn deaths,measure,Neonatal deaths Children dying within the first 28 days.,https://docs.google.com/spreadsheets/d/1iTvolhgIMta3MmsoPkGnewJiaybev3MvR9e_7mxZ48o/pubhtml,,
