concept,name,concept_type,domain,indicator_url,color,scales,drill_up,unit,interpolation,description,tags
military_expenditure_percent_of_gdp,Military expenditure,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdDNPQjFBT2s5Zko3U2V0NFQzS3owRnc,,"[""linear"", ""log""]",,% of GDP,,"Data, from SIPRI, are derived from the NATO definition, which includes all current and capital expenditures on the armed forces, including peacekeeping forces; defense ministries and other government agencies engaged in defense projects; paramilitary forces, if these are judged to be trained and equipped for military operations; and military space activities. ",war_peace
math_achievement_4th_grade,"Math achievement, 4th grade",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3Iw3kqbjJTZQ,,"[""linear"", ""log""]",,TIMSS test score,,Average score in the international TIMSS test for children in the 4th grade.,achievement
math_achievement_8th_grade,"Math achievement, 8th grade",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3fwfA8XA25Eg,,"[""linear"", ""log""]",,TIMSS test score,,Average score in the international TIMSS test for childeren in the 8th grade.,achievement
ratio_of_girls_to_boys_in_primary_and_secondary_education_perc,Ratio girls/boys in school,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcWM3hb0x-BZA,,"[""linear"", ""log""]",,"primary and secondary education, %",,Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Ratio of girls to boys in primary and secondary education is the percentage of girls to boys enrolled at primary and secondary levels in public and private schools.,gender_equality
ratio_of_young_literate_females_to_males_percent_ages_15_24,Ratio of young literate females to males,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdE8xR0dUWDI4ME02SjQ5bi1NYnFHN0E,,"[""linear"", ""log""]",,"%, ages 15-24",,"Ratio of young literate females to males is the percentage of females to males ages 15-24 who can, with understanding, read and write a short, simple statement on their everyday life.",gender_equality
literacy_rate_adult_female_percent_of_females_ages_15_above,Literacy of adult females,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEc96gAEE60-Zg,,"[""linear"", ""log""]",,"%, ages 15+",,"Adult literacy rate is the percentage of people ages 15 and above who can, with understanding, read and write a short, simple statement on their everyday life.",literacy
literacy_rate_adult_male_percent_of_males_ages_15_and_above,Literacy of adult males,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd4fn4YYOvuOg,,"[""linear"", ""log""]",,"%, ages 15+",,"Adult literacy rate is the percentage of people ages 15 and above who can, with understanding, read and write a short, simple statement on their everyday life.",literacy
literacy_rate_adult_total_percent_of_people_ages_15_and_above,Literacy of adults,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEdrsBnj2ROXAg,,"[""linear"", ""log""]",,"%, ages 15+",,"Adult literacy rate is the percentage of people ages 15 and above who can, with understanding, read and write a short, simple statement on their everyday life.",literacy
literacy_rate_youth_female_percent_of_females_ages_15_24,Literacy of youth females,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEf96wv_abR0OA,,"[""linear"", ""log""]",,"%, ages 15-24",,"Youth literacy rate is the percentage of people ages 15-24 who can, with understanding, read and write a short, simple statement on their everyday life.",literacy
literacy_rate_youth_male_percent_of_males_ages_15_24,Literacy of youth males,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEe7OxrqKcSWfw,,"[""linear"", ""log""]",,"%, ages 15-24",,"Youth literacy rate is the percentage of people ages 15-24 who can, with understanding, read and write a short, simple statement on their everyday life.",literacy
literacy_rate_youth_total_percent_of_people_ages_15_24,Literacy of youth,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEepmgV0TLjBag,,"[""linear"", ""log""]",,"%, ages 15-24",,"Youth literacy rate is the percentage of people ages 15-24 who can, with understanding, read and write a short, simple statement on their everyday life.",literacy
children_out_of_school_primary,Children out of primary school,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdGVSdkZnZWhfMDYybzd6U2p3NkxsZ3c,,"[""linear"", ""log""]",,,,Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.,school_enrolment
children_out_of_school_primary_female,"Children out of primary school, female",measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFNPaEhiUDJ0QWZYOEwwQlBSTmtza1E,,"[""linear"", ""log""]",,,,Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.,school_enrolment
children_out_of_school_primary_male,"Children out of primary school, male",measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFd5cnQzNU5IYm1vTWtrTWRIX3UxbHc,,"[""linear"", ""log""]",,,,Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.,school_enrolment
primary_completion_rate_total_percent_of_relevant_age_group,Primary school completion,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdEhTN2hlZ05ZczVwZDdVZlF5cUxJb2c,,"[""linear"", ""log""]",,% of relevant age group,,"Primary completion rate is the percentage of students completing the last year of primary school. It is calculated by taking the total number of students in the last grade of primary school, minus the number of repeaters in that grade, divided by the total number of children of official graduation age.",school_enrolment
primary_school_completion_percent_of_boys,Primary school completion: boys,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdGhCWnZrTGMwaTl5ek9QS0szMTIwcEE,,"[""linear"", ""log""]",,%,,Completion rate in primary schooling for boys (percent of boys). ,school_enrolment
primary_school_completion_percent_of_girls,Primary school completion: girls,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFVxSEVZVWE1b0l6NWo5NzNTZ2IzWVE,,"[""linear"", ""log""]",,%,,Completion rate in primary schooling for girls (percent of girls). ,school_enrolment
expenditure_per_student_primary_percent_of_gdp_per_person,"Expenditure per student, primary",measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFJTUEVleTM0cE5jTnlTMk41ajBGclE,,"[""linear"", ""log""]",,% of GDP/capita,,"Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Public expenditure per student is the public current spending on education divided by the total number of students by level, as a percentage of GDP per person. Public expenditure (current and capital) includes government spending on educational institutions (both public and private), education administration as well as subsidies for private entities (students/households and other privates entities).",schooling_cost
expenditure_per_student_secondary_percent_of_gdp_per_person,"Expenditure per student, secondary",measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdDBuUVIzbWwtaU5helpJVG5BMmxyX1E,,"[""linear"", ""log""]",,% of GDP/capita,,"Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Public expenditure per student is the public current spending on education divided by the total number of students by level, as a percentage of GDP per person. Public expenditure (current and capital) includes government spending on educational institutions (both public and private), education administration as well as subsidies for private entities (students/households and other privates entities).",schooling_cost
expenditure_per_student_tertiary_percent_of_gdp_per_person,"Expenditure per student, tertiary",measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdDJxdlN6cEtYMjMxdC1XdGdKOXR2bkE,,"[""linear"", ""log""]",,% of GDP/capita,,"Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Public expenditure per student is the public current spending on education divided by the total number of students by level, as a percentage of GDP per person. Public expenditure (current and capital) includes government spending on educational institutions (both public and private), education administration as well as subsidies for private entities (students/households and other privates entities).",schooling_cost
mean_years_in_school_women_25_years_and_older,"Mean years in school, women 25+",measure,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHFEVVhHZElzb0VRWE9pc3JmZHg2dWc,,"[""linear"", ""log""]",,,,"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education. ",mean_years_in_school
mean_years_in_school_men_25_years_and_older,"Mean years in school, men 25+",measure,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdC03X1ZWNGJHR3FBb0Q3VjJIdV9OSmc,,"[""linear"", ""log""]",,,,"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education. ",mean_years_in_school
mean_years_in_school_women_25_to_34_years,"Mean years in school, women 25-34",measure,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdC1MYzAtY2xPQ2xOR1lMeGhYSWlpR0E,,"[""linear"", ""log""]",,,,"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education. ",mean_years_in_school
mean_years_in_school_men_25_to_34_years,"Mean years in school, men 25-34",measure,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHlYZHNWN1YtWVNudU9UbWJOd19nUVE,,"[""linear"", ""log""]",,,,"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education. ",mean_years_in_school
mean_years_in_school_women_of_reproductive_age_15_to_44,"Mean years in school, women 15-44",measure,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdEttYjNNUTlkUTdrMUQ0c3BTR0dINlE,,"[""linear"", ""log""]",,,,"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education. ",mean_years_in_school
mean_years_in_school_women_percent_men_25_to_34_years,"Mean years in school, women/men, 25-34",measure,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdG5JUDZjTHR5SzZFZjBqa2JYYUxBclE,,"[""linear"", ""log""]",,%,,"The ratio of female to male number of years in school, among 25- to 34-year-olds, including primary, secondary and tertiary education. ",mean_years_in_school
energy_use_total,Energy use,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdHd2Nld0NEVFOGRiSTc0V3ZoekNuS1E,,"[""linear"", ""log""]",,tons in oil eqv,,"Energy use refers to use of primary energy before transformation to other end-use fuels, which is equal to indigenous production plus imports and stock changes, minus exports and fuels supplied to ships and aircraft engaged in international transport, counted in tonnes of oil equivalent (toe).",total
energy_use_per_person,Energy use per person,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdHRmYjJWLVF0SjlQY1N5Vm9yU0xxaGc,,"[""linear"", ""log""]",,tons in oil eqv,,"Energy use refers to use of primary energy before transformation to other end-use fuels, which is equal to indigenous production plus imports and stock changes, minus exports and fuels supplied to ships and aircraft engaged in international transport, counted in tonnes of oil equivalent (toe).",total
energy_production_total,Energy production,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFNZMXZwcjNPY2c3MWwxbWIwVFgyd0E,,"[""linear"", ""log""]",,tons in oil eqv,,"Energy production refers to forms of primary energy--petroleum (crude oil, natural gas liquids, and oil from nonconventional sources), natural gas, solid fuels (coal, lignite, and other derived fuels), and combustible renewables and waste--and primary electricity, all converted into tonnes of oil equivalents, counted in tonnes of oil equivalent (toe).",total
energy_production_per_person,Energy production per person,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdHJ6UTV4MkEyN0NYdnJJOG1oYUxmTWc,,"[""linear"", ""log""]",,tons in oil eqv,,"Energy production refers to forms of primary energy--petroleum (crude oil, natural gas liquids, and oil from nonconventional sources), natural gas, solid fuels (coal, lignite, and other derived fuels), and combustible renewables and waste--and primary electricity, all converted into tonnes of oil equivalents, calculated by dividing with the population of each country during the given year, counted in tonnes of oil equivalent (toe).",total
pump_price_for_gasoline_us_per_liter,Pump price for gasoline,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEdz8B4njtoHPA,,"[""linear"", ""log""]",,$/liter,,Fuel prices refer to the pump prices of the most widely sold grade of gasoline. ,energy
